Time,vcu.INS.pitch
613712937,-1.83994936943054
613715528,-1.84004199504852
613740476,-1.83883237838745
613742952,-1.83883237838745
613745582,-1.83894228935242
613762905,-1.83885014057159
613765742,-1.83902943134308
613767974,-1.83917796611786
613780475,-1.8391717672348
613782945,-1.83929920196533
613800471,-1.83994853496552
613802905,-1.84017813205719
613805525,-1.84082674980164
613808102,-1.84110903739929
613810469,-1.84147167205811
613812905,-1.8414534330368
613815578,-1.84169721603394
613840496,-1.84160995483398
613842943,-1.84156763553619
613845597,-1.84184515476227
613858199,-1.84160733222961
613860540,-1.8415983915329
613862906,-1.8416805267334
613865732,-1.8417352437973
613880479,-1.84313440322876
613882964,-1.84313440322876
613885593,-1.8432103395462
613887973,-1.84303748607636
613890583,-1.84261059761047
613900470,-1.84237229824066
613902907,-1.84242916107178
613905531,-1.84226906299591
613912905,-1.84157752990723
613940476,-1.84236204624176
613943043,-1.84273731708527
613945589,-1.84313929080963
613957989,-1.84335076808929
613960555,-1.84354674816132
613962879,-1.84347093105316
613980484,-1.84430491924286
613982947,-1.84417235851288
613985579,-1.84468650817871
613997974,-1.84558725357056
614000529,-1.84566020965576
614002905,-1.84551405906677
614005533,-1.84600687026978
614008103,-1.846027135849
614010545,-1.84617507457733
614012933,-1.84645676612854
614040466,-1.84656071662903
614042968,-1.84666132926941
614045533,-1.84612107276917
614062927,-1.84522092342377
614065534,-1.84491872787476
614068181,-1.84504973888397
614070447,-1.8446638584137
614072996,-1.84457659721375
614075579,-1.84443533420563
614083017,-1.84458148479462
614085538,-1.84482908248901
614087975,-1.84480047225952
614100470,-1.84540832042694
614102908,-1.84555947780609
614105587,-1.8457738161087
614110469,-1.84636247158051
614112936,-1.84636247158051
614115612,-1.84671425819397
614118008,-1.84688258171082
614140469,-1.8472443819046
614143064,-1.8472443819046
614145603,-1.84725189208984
614162904,-1.84660601615906
614165552,-1.84648644924164
614167997,-1.84638595581055
614180496,-1.84723889827728
614182942,-1.84734046459198
614185626,-1.8476996421814
614187947,-1.84773313999176
614197993,-1.84762644767761
614200559,-1.84740316867828
614202904,-1.84733319282532
614205638,-1.84799706935883
614207974,-1.84799706935883
614210503,-1.84828734397888
614212907,-1.84822583198547
614215672,-1.84857988357544
614218139,-1.84871292114258
614238197,-1.84861409664154
614240504,-1.84882748126984
614242956,-1.84855282306671
614245753,-1.84864091873169
614262923,-1.84824419021606
614265813,-1.84784889221191
614267973,-1.84780812263489
614270475,-1.84776675701141
614280470,-1.84855771064758
614282966,-1.8486008644104
614285824,-1.84835028648376
614300504,-1.84774839878082
614302961,-1.84771764278412
614305779,-1.84744465351105
614308029,-1.84731018543243
614310499,-1.84705150127411
614313003,-1.84686982631683
614315783,-1.84649312496185
614317977,-1.84659767150879
614340476,-1.84675395488739
614358202,-1.84694731235504
614360527,-1.84690201282501
614362937,-1.84719085693359
614365511,-1.84702479839325
614368026,-1.84697294235229
614380467,-1.84595310688019
614382910,-1.84595310688019
614385798,-1.84582996368408
614387997,-1.84588646888733
614390627,-1.84581542015076
614400537,-1.84619784355164
614402931,-1.8460978269577
614405809,-1.84590590000153
614408174,-1.84587645530701
614410471,-1.84591209888458
614412954,-1.84581065177917
614415577,-1.84496915340424
614420726,-1.8443945646286
614422904,-1.84458148479462
614425578,-1.84429955482483
614427973,-1.84459280967712
614430490,-1.84462010860443
614460533,-1.84557104110718
614462904,-1.84583079814911
614465604,-1.8460066318512
614467993,-1.8460066318512
614470479,-1.84587287902832
614480519,-1.84622740745544
614482967,-1.84617614746094
614503026,-1.84566748142242
614505526,-1.84571897983551
614510470,-1.84563803672791
614513067,-1.84583163261414
614515581,-1.84623825550079
614517976,-1.84635329246521
614520671,-1.84683525562286
614522903,-1.84683477878571
614540514,-1.84858226776123
614542953,-1.84871995449066
614545523,-1.84838247299194
614562931,-1.84907722473145
614565633,-1.84911441802979
614588190,-1.84817504882813
614590534,-1.84748840332031
615286099,-1.84456694126129
615440557,-1.84792232513428
615725629,-1.84988689422607
615728098,-1.8499995470047
615730578,-1.84995555877686
615748070,-1.84958755970001
615762990,-1.84877181053162
615765650,-1.84855091571808
615768125,-1.84876310825348
615770554,-1.84920918941498
615773046,-1.84922063350677
615775665,-1.84928810596466
615778150,-1.84927248954773
615780553,-1.84933149814606
615782990,-1.84928381443024
615785847,-1.84951996803284
615788080,-1.84962201118469
615790601,-1.84948515892029
615792989,-1.84948515892029
615795757,-1.84958946704865
615798082,-1.849564909935
615800630,-1.84955084323883
615805625,-1.84934043884277
615808148,-1.84929835796356
615810526,-1.84953594207764
615813003,-1.84953594207764
615815681,-1.8497451543808
615818059,-1.84975624084473
615820747,-1.84979546070099
615822981,-1.84979546070099
615825711,-1.84967613220215
615830553,-1.84949672222137
615833022,-1.84964823722839
615835617,-1.84980809688568
615843097,-1.84987127780914
615845612,-1.85028421878815
615848094,-1.8504421710968
615850531,-1.85023307800293
615858110,-1.85011506080627
615860536,-1.85004281997681
615863086,-1.85004281997681
616043028,-1.85045754909515
616045609,-1.85085928440094
616048093,-1.85085391998291
616050561,-1.85148632526398
616052989,-1.85138821601868
616055722,-1.85143983364105
616058083,-1.85150492191315
616060576,-1.85128080844879
616062996,-1.85113084316254
616065688,-1.8505322933197
616068129,-1.85058975219727
616070619,-1.8503999710083
616073046,-1.85057330131531
616075611,-1.85030496120453
616078119,-1.85034334659576
616080554,-1.85081553459167
616082990,-1.85104751586914
616085847,-1.85024440288544
616088080,-1.85007727146149
616090683,-1.84951376914978
616092993,-1.8497222661972
616095620,-1.84926569461823
616098075,-1.84926569461823
616100552,-1.84942531585693
616103083,-1.849325299263
616105610,-1.84879910945892
616108080,-1.84880208969116
616110553,-1.8492146730423
616113019,-1.84923326969147
616115610,-1.84959161281586
616118083,-1.84950411319733
616120669,-1.85017108917236
616123017,-1.85008025169373
616125616,-1.85008943080902
616128122,-1.84994423389435
616130554,-1.85002326965332
616133099,-1.85016703605652
616135617,-1.85084688663483
616138187,-1.85071539878845
616140560,-1.85074985027313
616143012,-1.85083365440369
616145609,-1.85063350200653
616148291,-1.85047399997711
616150584,-1.850137591362
616153028,-1.85022878646851
616155816,-1.850466132164
616158050,-1.850466132164
616160556,-1.85032224655151
616163069,-1.85031139850616
616165691,-1.84978306293488
616168102,-1.84979844093323
616170556,-1.84991121292114
616173116,-1.84987366199493
616175691,-1.84976053237915
616178081,-1.84966826438904
616180551,-1.84943473339081
616183038,-1.84927403926849
616185848,-1.84977328777313
616188079,-1.8497257232666
616190645,-1.84959721565247
616192994,-1.84946250915527
616195624,-1.84900343418121
616198082,-1.8488997220993
616200600,-1.84876561164856
616203131,-1.84871828556061
616205612,-1.84934961795807
616208085,-1.84935557842255
616210561,-1.84891307353973
616213021,-1.84891307353973
616215610,-1.84896814823151
616218081,-1.84912288188934
616220668,-1.84989452362061
616222989,-1.84973704814911
616225607,-1.84965181350708
616228220,-1.84965181350708
616230599,-1.84942662715912
616233009,-1.8494416475296
616235693,-1.84936797618866
616238150,-1.84942448139191
616240585,-1.84973526000977
616243053,-1.8494565486908
616245665,-1.84902322292328
616248231,-1.84903204441071
616250574,-1.8487651348114
616252991,-1.84890949726105
616255823,-1.84883499145508
616258234,-1.84880685806274
616260612,-1.84823048114777
616262989,-1.84836781024933
616265696,-1.84771060943604
616268268,-1.84772145748138
616270554,-1.84753811359406
616273047,-1.84747469425201
616275696,-1.84772527217865
616278276,-1.84797096252441
616280551,-1.84838891029358
616282989,-1.84835457801819
616285847,-1.84825229644775
616288282,-1.84802007675171
616290625,-1.84814131259918
616292995,-1.84808194637299
616295624,-1.84825992584229
616298289,-1.84825992584229
616300547,-1.84876728057861
616303083,-1.84879636764526
616305625,-1.84878039360046
616308317,-1.84878039360046
616310551,-1.84894108772278
616313021,-1.84893918037415
616315670,-1.84913301467896
616318325,-1.84913301467896
616320665,-1.84979820251465
616322989,-1.84988963603973
616325710,-1.85027599334717
616328329,-1.85012316703796
616330601,-1.85006725788116
616333010,-1.85008728504181
616335726,-1.84999847412109
616338337,-1.85003650188446
616340553,-1.85000252723694
616343035,-1.85026335716248
616345773,-1.85029006004334
616348342,-1.85012829303741
616350580,-1.84987449645996
616353035,-1.84987449645996
616355820,-1.84949791431427
616358375,-1.84963071346283
616360560,-1.8491747379303
616363014,-1.84931635856628
616365592,-1.84925484657288
616380553,-1.84847474098206
616382991,-1.84864592552185
616385927,-1.84814858436584
616388390,-1.84802877902985
616390627,-1.84838974475861
616400553,-1.84783709049225
616403165,-1.8479129076004
616405661,-1.84804844856262
616408432,-1.84819853305817
616410604,-1.84828472137451
616413023,-1.84831547737122
616415614,-1.84825396537781
616418080,-1.84825396537781
616440567,-1.84881472587585
616442999,-1.84889602661133
616445809,-1.84892010688782
616460555,-1.85018396377563
616462988,-1.85019969940186
616465704,-1.85034835338593
616468091,-1.85050129890442
616470554,-1.85039627552032
616480553,-1.8514347076416
616482992,-1.85147845745087
616485853,-1.85124623775482
616488085,-1.8511073589325
616500553,-1.85165309906006
616503084,-1.85151815414429
616505609,-1.85126531124115
616508082,-1.85151863098145
616510552,-1.85248255729675
616513028,-1.85252046585083
616515613,-1.85226464271545
616518083,-1.85213840007782
616520665,-1.85143744945526
616522989,-1.8515647649765
616525624,-1.85172760486603
616540578,-1.85133588314056
616543004,-1.85122466087341
616545581,-1.85113680362701
616560669,-1.84949564933777
616562992,-1.84934985637665
616565620,-1.84912693500519
616580554,-1.8495329618454
616582984,-1.8495329618454
616585829,-1.84949457645416
616588057,-1.84957265853882
616600553,-1.84892547130585
616603106,-1.84892952442169
616605708,-1.84925806522369
616608077,-1.84925806522369
616613028,-1.84952783584595
616615609,-1.85002386569977
616618082,-1.84992039203644
616620749,-1.85003221035004
616622981,-1.85003221035004
616685824,-1.85047042369843
616688058,-1.85025978088379
616713016,-1.85003685951233
616730579,-1.85078072547913
616733036,-1.85078072547913
616735600,-1.85070395469666
616738240,-1.85091817378998
616743043,-1.85082280635834
616748111,-1.85086274147034
616750612,-1.85094940662384
616753025,-1.8508825302124
616755695,-1.85073959827423
616758077,-1.85063791275024
616760621,-1.85034334659576
616762985,-1.85034334659576
616765621,-1.84981381893158
616768125,-1.84964370727539
616770627,-1.84937453269959
616773045,-1.84937131404877
616775609,-1.84897923469543
616778122,-1.84902262687683
616780633,-1.84884762763977
616783017,-1.84868943691254
616785823,-1.8484148979187
616788057,-1.84824776649475
616790668,-1.84809792041779
616793034,-1.84825766086578
616803085,-1.84855878353119
616805684,-1.84899806976318
616808060,-1.84915542602539
616810680,-1.84935367107391
616813120,-1.84935367107391
616815729,-1.85022020339966
616818082,-1.85040080547333
616843063,-1.8521820306778
616845610,-1.85191941261292
616848082,-1.85190403461456
616850646,-1.85230660438538
616860678,-1.85128915309906
616863012,-1.85126054286957
616865691,-1.85107254981995
616868199,-1.85107254981995
616878092,-1.8498637676239
616880694,-1.84962403774261
616883011,-1.84966397285461
616885998,-1.84934389591217
616888253,-1.84947836399078
616900702,-1.84900724887848
616903087,-1.84893321990967
616905616,-1.84900212287903
616908265,-1.84900212287903
616910737,-1.84895384311676
616913073,-1.84926319122314
616915590,-1.84931480884552
616918273,-1.84930729866028
616920744,-1.84943556785584
616940784,-1.85099673271179
616943064,-1.85092926025391
616945634,-1.85099673271179
616960555,-1.85163915157318
616962991,-1.85150063037872
616980552,-1.85077238082886
616982990,-1.85067594051361
616985846,-1.85042405128479
616988081,-1.85034143924713
617000553,-1.85017514228821
617003087,-1.84994423389435
617005790,-1.84933745861053
617008210,-1.84933745861053
617010553,-1.84879183769226
617012972,-1.84879183769226
617015611,-1.84838724136353
617018177,-1.84845185279846
617020794,-1.8481137752533
617022928,-1.84817671775818
617025651,-1.84775114059448
617040586,-1.84676313400269
617043022,-1.84691607952118
617045685,-1.84686720371246
617048234,-1.84684503078461
617060490,-1.84686958789825
617062932,-1.84699320793152
617065725,-1.84684979915619
617080490,-1.84705078601837
617082927,-1.84717738628387
617085783,-1.84753942489624
617088330,-1.84756588935852
617100491,-1.84825205802917
617103025,-1.84835195541382
617105774,-1.84870707988739
617110491,-1.84913384914398
617112946,-1.84913384914398
617115778,-1.84950113296509
617118378,-1.8493744134903
617120602,-1.84982478618622
617122940,-1.84989428520203
617143040,-1.85046780109406
617145739,-1.85077393054962
617163094,-1.85093915462494
617165749,-1.85061407089233
617168435,-1.85040855407715
617178440,-1.8493880033493
617180491,-1.84912633895874
617182928,-1.84896540641785
617185788,-1.84868109226227
617188025,-1.84859204292297
617200493,-1.84887707233429
617203022,-1.84887516498566
617205800,-1.84937644004822
617212965,-1.84925973415375
617215549,-1.84895217418671
617218020,-1.84896790981293
617240576,-1.85039567947388
617243015,-1.850506067276
617245611,-1.85033082962036
617247997,-1.85036945343018
617250507,-1.84986758232117
617252926,-1.85013318061829
617260491,-1.85033416748047
617262925,-1.8502117395401
617265563,-1.85002899169922
617268095,-1.85003304481506
617280489,-1.8499174118042
617282924,-1.8498569726944
617285904,-1.84983325004578
617288015,-1.84984219074249
617290562,-1.85002660751343
617300512,-1.85064005851746
617303001,-1.85044729709625
617305689,-1.8505687713623
617307984,-1.8505687713623
617310513,-1.85055065155029
617312965,-1.85049307346344
617315547,-1.85025548934937
617317995,-1.85027956962585
617320671,-1.84958863258362
617322903,-1.84956586360931
617340491,-1.84735476970673
617342966,-1.84725999832153
617345607,-1.84707880020142
617360496,-1.84636056423187
617363022,-1.84636497497559
617370469,-1.84650146961212
617378110,-1.8465096950531
617380490,-1.84643220901489
617382920,-1.84643220901489
617385782,-1.84659743309021
617388163,-1.84679639339447
617400517,-1.8465747833252
617402991,-1.84670031070709
617405542,-1.84697246551514
617408225,-1.84714961051941
617410493,-1.84752786159515
617412953,-1.84765207767487
617415545,-1.84775924682617
617418268,-1.84775924682617
617420690,-1.8483372926712
617440523,-1.8493504524231
617442993,-1.84933018684387
617445599,-1.8497519493103
617460493,-1.84938907623291
617462925,-1.84918200969696
617465561,-1.84862625598907
617480499,-1.84853315353394
617482924,-1.8483818769455
617485758,-1.84847807884216
617487993,-1.84831690788269
617500520,-1.84830975532532
617503032,-1.84823417663574
617505601,-1.84781110286713
617507987,-1.84781110286713
617510517,-1.84749686717987
617512924,-1.84712398052216
617515614,-1.84770154953003
617517996,-1.84760940074921
617542927,-1.8477566242218
617545643,-1.84743928909302
617547996,-1.84754920005798
617560523,-1.84702610969543
617562923,-1.84697353839874
617582923,-1.84498596191406
617600523,-1.84490633010864
617610564,-1.84529972076416
617612955,-1.8451851606369
617615551,-1.84577190876007
617640497,-1.84814810752869
617658172,-1.8477748632431
617660501,-1.84759128093719
617662925,-1.8474600315094
617665598,-1.84740817546844
617668217,-1.8471519947052
617680501,-1.8472672700882
617682926,-1.8473938703537
617685760,-1.84740281105042
617700486,-1.84736227989197
617703018,-1.84754574298859
617705613,-1.84739935398102
617708030,-1.84731125831604
617710501,-1.84675884246826
617712949,-1.84687066078186
617715545,-1.84648203849792
617740463,-1.84645044803619
617743015,-1.84648990631104
617745550,-1.84662675857544
617760444,-1.84589433670044
617762981,-1.84578466415405
617780471,-1.84680235385895
617782920,-1.84680235385895
617785689,-1.84696733951569
617788018,-1.84698843955994
617790518,-1.84765100479126
617800544,-1.8482106924057
617803025,-1.84822010993958
617805613,-1.84876430034637
617810488,-1.84925723075867
617812925,-1.84905672073364
617815661,-1.84872508049011
617818017,-1.84865009784698
617840490,-1.8487936258316
617842983,-1.8487936258316
617845530,-1.84892356395721
617848016,-1.84891223907471
617860510,-1.84784162044525
617862927,-1.84758341312408
617880439,-1.84794747829437
617882924,-1.84785676002502
617885761,-1.84778273105621
617888197,-1.84799087047577
617900521,-1.8481410741806
617903025,-1.8480783700943
617905600,-1.848069190979
617908028,-1.84794747829437
617910492,-1.84812939167023
617912949,-1.84809625148773
617915649,-1.84828436374664
617940488,-1.84816920757294
617962960,-1.84888303279877
617965520,-1.84868967533112
617980491,-1.84877336025238
617982962,-1.84878349304199
617985762,-1.8485449552536
618000524,-1.84827363491058
618003053,-1.84839594364166
618005600,-1.84826803207397
618007995,-1.84844672679901
618010573,-1.84828341007233
618012949,-1.84843802452087
618040571,-1.84919822216034
618042972,-1.84937930107117
618045543,-1.8495786190033
618048018,-1.8494325876236
618050512,-1.84939742088318
618060494,-1.84905803203583
618100491,-1.84895813465118
618110484,-1.84923279285431
618112995,-1.84912204742432
618115669,-1.84926867485046
618117991,-1.84937644004822
618143005,-1.84963500499725
618160472,-1.84986615180969
618162934,-1.84955322742462
618165658,-1.84990620613098
618182902,-1.8494633436203
618185761,-1.84911906719208
618187992,-1.84932267665863
618190667,-1.84865868091583
618200515,-1.84869515895844
618202984,-1.8485803604126
618205597,-1.84836077690125
618212966,-1.84830141067505
618215610,-1.84853959083557
618218183,-1.84871935844421
618220698,-1.84876108169556
618230519,-1.84794449806213
618232926,-1.84805822372437
618258018,-1.84839355945587
618260551,-1.84783565998077
618262925,-1.84783565998077
618265603,-1.84777283668518
618268064,-1.84782028198242
618280560,-1.84879612922668
618282925,-1.84873616695404
618285703,-1.8489465713501
618300602,-1.85007834434509
618303019,-1.85003650188446
618305637,-1.8495078086853
618307966,-1.84975576400757
618310608,-1.8494371175766
618312988,-1.84958481788635
618315685,-1.84991848468781
618317995,-1.85004270076752
618340707,-1.85105860233307
618360749,-1.85087823867798
618363042,-1.85087823867798
618382925,-1.85121786594391
618385774,-1.85125839710236
618388005,-1.85125839710236
618390793,-1.85177898406982
618392925,-1.85177898406982
618400837,-1.85211050510406
618410879,-1.85291373729706
618412980,-1.85294222831726
618415628,-1.85301887989044
618418305,-1.85323464870453
618440497,-1.85305988788605
618442931,-1.8530797958374
618445630,-1.85314893722534
618448016,-1.85308074951172
618462933,-1.85327327251434
618465512,-1.85304069519043
618468062,-1.85316300392151
618480505,-1.85209679603577
618482926,-1.85234594345093
618485782,-1.85187757015228
618488014,-1.85208654403687
618490558,-1.85226881504059
618498017,-1.85213947296143
618500910,-1.85181760787964
618502970,-1.85182154178619
618505545,-1.85181295871735
618508087,-1.8518054485321
618510493,-1.85096490383148
618543031,-1.85086441040039
618560523,-1.8506680727005
618562952,-1.85120761394501
618580499,-1.85218691825867
618582962,-1.85218691825867
618600549,-1.85284852981567
618603020,-1.8531551361084
618605628,-1.85329806804657
618610470,-1.85369312763214
618613054,-1.85352563858032
618615546,-1.85355055332184
618618015,-1.85372495651245
618650494,-1.8535064458847
618672983,-1.85310637950897
618675545,-1.85339033603668
618678056,-1.85346114635468
618700491,-1.85425746440887
618703018,-1.85438597202301
618705630,-1.8542765378952
618708010,-1.85448884963989
618713014,-1.85418212413788
618715523,-1.85394287109375
618718016,-1.85410678386688
618740489,-1.85467326641083
618742996,-1.85464918613434
618763006,-1.855344414711
618765702,-1.85566449165344
618768048,-1.85544538497925
618780489,-1.85465919971466
618783046,-1.85469102859497
618785772,-1.85431301593781
618803060,-1.85375845432281
618805704,-1.85392045974731
618808260,-1.85418820381165
618810490,-1.85437619686127
618813093,-1.85442316532135
618838337,-1.8533034324646
618840482,-1.85304284095764
618843109,-1.85308825969696
618860545,-1.85319566726685
618863152,-1.8532600402832
618865605,-1.85332942008972
618882924,-1.85328757762909
618885758,-1.85368633270264
618888350,-1.8535943031311
618900587,-1.85428500175476
618903205,-1.85428500175476
618905551,-1.8549040555954
618912927,-1.85493755340576
618915609,-1.85480332374573
618918019,-1.85466408729553
618920644,-1.85530233383179
618940721,-1.85448265075684
618942993,-1.85448265075684
618962950,-1.85457682609558
618965603,-1.85436022281647
618968048,-1.85432195663452
618970676,-1.85476851463318
618980694,-1.85385453701019
619000524,-1.85370326042175
619003049,-1.8533456325531
619005631,-1.85342419147491
619008040,-1.85333585739136
619010531,-1.85359668731689
619012946,-1.85383486747742
619015609,-1.8538624048233
619018030,-1.85403001308441
619020597,-1.85422849655151
619040524,-1.85394978523254
619043045,-1.85391962528229
619045630,-1.85357475280762
619060534,-1.85459053516388
619063017,-1.85491538047791
619065656,-1.85523426532745
619080544,-1.8556342124939
619083087,-1.8556342124939
619085761,-1.85525345802307
619088254,-1.85524785518646
619090551,-1.85502660274506
619100586,-1.85452747344971
619103147,-1.85456812381744
619105610,-1.85476636886597
619110590,-1.85479581356049
619112970,-1.85466992855072
619115791,-1.85441160202026
619118174,-1.85429084300995
619140605,-1.85310924053192
619143084,-1.85333395004272
619160644,-1.85304176807404
619162958,-1.85316896438599
619178360,-1.85299754142761
619180655,-1.85351729393005
619200694,-1.85313379764557
619203057,-1.85336852073669
619205638,-1.85297620296478
619210699,-1.85277986526489
619212981,-1.85287094116211
619215673,-1.85278534889221
619218023,-1.85292077064514
619220703,-1.8531448841095
619240475,-1.8527866601944
619243061,-1.85286474227905
619245616,-1.85262167453766
619258050,-1.852330327034
619260473,-1.85221576690674
619262955,-1.85217666625977
619282958,-1.85241270065308
619285772,-1.8523108959198
619288025,-1.85219287872314
619290553,-1.85243833065033
619300494,-1.8516001701355
619303028,-1.85145568847656
619305600,-1.85118198394775
619310493,-1.8515202999115
619312948,-1.8515202999115
619315624,-1.85149323940277
619318449,-1.8517085313797
619338531,-1.85153722763062
619340499,-1.85175895690918
619355601,-1.8523451089859
619358245,-1.85248744487762
619360494,-1.85264158248901
619382922,-1.85217022895813
619385788,-1.85226285457611
619388020,-1.85220587253571
619390557,-1.85253202915192
619400486,-1.85285031795502
619403027,-1.85283577442169
619405604,-1.85245728492737
619410496,-1.85270583629608
