Time,vcu.INS.yaw
614517976,34.8861999511719
614520671,34.8870697021484
614522903,34.8870277404785
614540514,34.8904571533203
614542953,34.8905563354492
614545523,34.8917922973633
614562931,34.8931732177734
614565633,34.8930549621582
614588190,34.8932914733887
614590534,34.893669128418
615286099,34.9186210632324
615440557,34.9216232299805
615725629,34.9344635009766
615728098,34.9344635009766
615730578,34.9347953796387
615748070,34.9357681274414
615762990,34.9333877563477
615765650,34.9329986572266
615768125,34.9328727722168
615770554,34.9327011108398
615773046,34.9329681396484
615775665,34.9329719543457
615778150,34.9328994750977
615780553,34.9323196411133
615782990,34.9322166442871
615785847,34.9315757751465
615788080,34.9315223693848
615790601,34.9310531616211
615792989,34.9310531616211
615795757,34.9304237365723
615798082,34.9304275512695
615800630,34.9295654296875
615805625,34.9288024902344
615808148,34.9287109375
615810526,34.9279937744141
615813003,34.9279937744141
615815681,34.9271507263184
615818059,34.9270858764648
615820747,34.9271049499512
615822981,34.9271049499512
615825711,34.9270172119141
615830553,34.9268074035645
615833022,34.926872253418
615835617,34.9267387390137
615843097,34.9269828796387
615845612,34.9271087646484
615848094,34.9272613525391
615850531,34.9273948669434
615858110,34.9275970458984
615860536,34.9280548095703
615863086,34.9280548095703
616043028,34.9283714294434
616045609,34.9291496276855
616048093,34.9293174743652
616050561,34.9290657043457
616052989,34.9290466308594
616055722,34.9288177490234
616058083,34.9289207458496
616060576,34.929557800293
616062996,34.9294815063477
616065688,34.9300765991211
616068129,34.9300308227539
616070619,34.9303359985352
616073046,34.9303092956543
616075611,34.930778503418
616078119,34.9310264587402
616080554,34.9318885803223
616082990,34.9318656921387
616085847,34.9327125549316
616088080,34.9327964782715
616090683,34.9331359863281
616092993,34.9334373474121
616095620,34.9336357116699
616098075,34.9336357116699
616100552,34.9338798522949
616103083,34.9339218139648
616105610,34.9341735839844
616108080,34.9341278076172
616110553,34.934154510498
616113019,34.9343376159668
616115610,34.9347610473633
616118083,34.9348030090332
616120669,34.9349746704102
616123017,34.9349555969238
616125616,34.9349212646484
616128122,34.9350166320801
616130554,34.9349937438965
616133099,34.9344635009766
616135617,34.9339141845703
616138187,34.9340476989746
616140560,34.9338417053223
616143012,34.9340400695801
616145609,34.9341583251953
616148291,34.934211730957
616150584,34.9334754943848
616153028,34.9334373474121
616155816,34.9330139160156
616158050,34.9330139160156
616160556,34.9325332641602
616163069,34.9327239990234
616165691,34.9322509765625
616168102,34.9323806762695
616170556,34.9314346313477
616173116,34.9316329956055
616175691,34.9304580688477
616178081,34.9306526184082
616180551,34.9301223754883
616183038,34.9302101135254
616185848,34.9296951293945
616188079,34.930046081543
616190645,34.9296379089355
616192994,34.9295120239258
616195624,34.9289817810059
616198082,34.9291076660156
616200600,34.9287452697754
616203131,34.9285850524902
616205612,34.9281959533691
616208085,34.9283332824707
616210561,34.9277877807617
616213021,34.9277877807617
616215610,34.9271697998047
616218081,34.9270973205566
616220668,34.9269485473633
616222989,34.9268379211426
616225607,34.9265441894531
616228220,34.9265441894531
616230599,34.9261932373047
616233009,34.9260711669922
616235693,34.926326751709
616238150,34.9265518188477
616240585,34.926944732666
616243053,34.9271812438965
616245665,34.9276542663574
616248231,34.9278869628906
616250574,34.928581237793
616252991,34.9287261962891
616255823,34.9292831420898
616258234,34.9293785095215
616260612,34.9296722412109
616262989,34.9297714233398
616265696,34.9302291870117
616268268,34.9303245544434
616270554,34.9296989440918
616273047,34.9298362731934
616275696,34.9294967651367
616278276,34.9295501708984
616280551,34.9297637939453
616282989,34.9298095703125
616285847,34.9299964904785
616288282,34.9300651550293
616290625,34.930290222168
616292995,34.930233001709
616295624,34.9303131103516
616298289,34.9303131103516
616300547,34.9300155639648
616303083,34.9303436279297
616305625,34.9301071166992
616308317,34.9301071166992
616310551,34.9299659729004
616313021,34.9298133850098
616315670,34.9297828674316
616318325,34.9297828674316
616320665,34.9297485351563
616322989,34.9299278259277
616325710,34.9296722412109
616328329,34.9297294616699
616330601,34.9287261962891
616333010,34.9286231994629
616335726,34.9278144836426
616338337,34.9277267456055
616340553,34.9274826049805
616343035,34.927661895752
616345773,34.9277191162109
616348342,34.9277038574219
616350580,34.9282188415527
616353035,34.9282188415527
616355820,34.929027557373
616358375,34.9291839599609
616360560,34.9289627075195
616363014,34.9290542602539
616365592,34.9291038513184
616380553,34.9271430969238
616382991,34.9272537231445
616385927,34.9268226623535
616388390,34.9269027709961
616390627,34.9261512756348
616400553,34.9253234863281
616403165,34.9255027770996
616405661,34.9253730773926
616408432,34.9253425598145
616410604,34.9237174987793
616413023,34.9236106872559
616415614,34.9220123291016
616418080,34.9220123291016
616440567,34.9202461242676
616442999,34.9203224182129
616445809,34.9203033447266
616460555,34.9189109802246
616462988,34.9191055297852
616465704,34.9184646606445
616468091,34.9182968139648
616470554,34.9183197021484
616480553,34.918155670166
616482992,34.9185333251953
616485853,34.918327331543
616488085,34.9184722900391
616500553,34.9190254211426
616503084,34.9192047119141
616505609,34.919319152832
616508082,34.919189453125
616510552,34.9196662902832
616513028,34.9198837280273
616515613,34.9203567504883
616518083,34.9201316833496
616520665,34.9204177856445
616522989,34.9203834533691
616525624,34.920539855957
616540578,34.9201774597168
616543004,34.9202423095703
616545581,34.9203033447266
616560669,34.9157562255859
616562992,34.9158592224121
616565620,34.915153503418
616580554,34.9121360778809
616582984,34.9121360778809
616585829,34.9123039245605
616588057,34.9123954772949
616600553,34.9097633361816
616603106,34.9099884033203
616605708,34.9091415405273
616608077,34.9091415405273
616613028,34.9086647033691
616615609,34.9081878662109
616618082,34.9082565307617
616620749,34.9079933166504
616622981,34.9079933166504
616685824,34.9066009521484
616688058,34.9067306518555
616713016,34.906852722168
616730579,34.9078178405762
616733036,34.9078178405762
616735600,34.9072914123535
616738240,34.9073219299316
616743043,34.9070625305176
616748111,34.9066925048828
616750612,34.906608581543
616753025,34.9057998657227
616755695,34.9051132202148
616758077,34.9051895141602
616760621,34.9043846130371
616762985,34.9043846130371
616765621,34.9035987854004
616768125,34.9038276672363
616770627,34.9026832580566
616773045,34.9025650024414
616775609,34.9015960693359
616778122,34.9017333984375
616780633,34.9015121459961
616783017,34.9014205932617
616785823,34.9011497497559
616788057,34.9012565612793
616790668,34.9005699157715
616793034,34.9006805419922
616803085,34.8991088867188
616805684,34.8982391357422
616808060,34.8982734680176
616810680,34.8980712890625
616813120,34.8980712890625
616815729,34.8979110717773
616818082,34.8978118896484
616843063,34.89453125
616845610,34.8941764831543
616848082,34.8944282531738
616850646,34.8943367004395
616860678,34.8950614929199
616863012,34.8949966430664
616865691,34.8954963684082
616868199,34.8954963684082
616878092,34.896411895752
616880694,34.8960800170898
616883011,34.8963088989258
616885998,34.8964347839355
616888253,34.8964500427246
616900702,34.8963012695313
616903087,34.8965797424316
616905616,34.8972282409668
616908265,34.8972282409668
616910737,34.8971786499023
616913073,34.8972702026367
616915590,34.8972587585449
616918273,34.8974418640137
616920744,34.8977661132813
616940784,34.8990516662598
616943064,34.8990211486816
616945634,34.8990516662598
616960555,34.8974342346191
616962991,34.897346496582
616980552,34.8939437866211
616982990,34.8939018249512
616985846,34.8936729431152
616988081,34.8935928344727
617000553,34.8907432556152
617003087,34.890796661377
617005790,34.8899269104004
617008210,34.8899269104004
617010553,34.8899726867676
617012972,34.8899726867676
617015611,34.8899841308594
617018177,34.8901901245117
617020794,34.8896179199219
617022928,34.8897171020508
617025651,34.8890800476074
617040586,34.8896598815918
617043022,34.889705657959
617045685,34.8903884887695
617048234,34.890209197998
617060490,34.8905029296875
617062932,34.8904647827148
617065725,34.8905982971191
617080490,34.8903541564941
617082927,34.8904876708984
617085783,34.889949798584
617088330,34.8900756835938
617100491,34.8903045654297
617103025,34.8903694152832
617105774,34.8901748657227
617110491,34.8902969360352
617112946,34.8902969360352
617115778,34.8904228210449
617118378,34.8906402587891
617120602,34.8907279968262
617122940,34.8909873962402
617143040,34.8912925720215
617145739,34.891185760498
617163094,34.8892250061035
617165749,34.8885345458984
617168435,34.8886184692383
617178440,34.8868560791016
617180491,34.8865356445313
617182928,34.8864593505859
617185788,34.8861999511719
617188025,34.8861351013184
617200493,34.8832054138184
617203022,34.883358001709
617205800,34.8827705383301
617212965,34.8820114135742
617215549,34.8813247680664
617218020,34.8815689086914
617240576,34.8800430297852
617243015,34.880241394043
617245611,34.8803176879883
617247997,34.8802108764648
617250507,34.8800659179688
617252926,34.8801612854004
617260491,34.8796844482422
617262925,34.8797416687012
617265563,34.8796310424805
617268095,34.8797645568848
617280489,34.881778717041
617282924,34.8816947937012
617285904,34.8821907043457
617288015,34.8820343017578
617290562,34.8813896179199
617300512,34.8812370300293
617303001,34.8810577392578
617305689,34.8809509277344
617307984,34.8809509277344
617310513,34.8811111450195
617312965,34.8814315795898
617315547,34.8815574645996
617317995,34.8815078735352
617320671,34.8815841674805
617322903,34.8817253112793
617340491,34.8812637329102
617342966,34.88134765625
617345607,34.8813781738281
617360496,34.8823852539063
617363022,34.882568359375
617370469,34.8825721740723
617378110,34.8824691772461
617380490,34.8822250366211
617382920,34.8822250366211
617385782,34.8821411132813
617388163,34.8821182250977
617400517,34.8800811767578
617402991,34.8802223205566
617405542,34.8809700012207
617408225,34.8812408447266
617410493,34.8807411193848
617412953,34.880687713623
617415545,34.8803443908691
617418268,34.8803443908691
617420690,34.8805313110352
617440523,34.8787841796875
617442993,34.8789138793945
617445599,34.87939453125
617460493,34.8796920776367
617462925,34.8798484802246
617465561,34.8793869018555
617480499,34.8804664611816
617482924,34.8803939819336
617485758,34.8809547424316
617487993,34.881031036377
617500520,34.8810958862305
617503032,34.8812217712402
617505601,34.8815689086914
617507987,34.8815689086914
617510517,34.88134765625
617512924,34.8814888000488
617515614,34.8812370300293
617517996,34.8810806274414
617542927,34.8802108764648
617545643,34.879695892334
617547996,34.8796997070313
617560523,34.8772583007813
617562923,34.8772926330566
617582923,34.8754272460938
617600523,34.8727722167969
617610564,34.8716316223145
617612955,34.8716468811035
617615551,34.8714179992676
617640497,34.8719635009766
617658172,34.8727531433105
617660501,34.8722343444824
617662925,34.8723297119141
617665598,34.8720016479492
617668217,34.8719673156738
617680501,34.8724975585938
617682926,34.8725318908691
617685760,34.8728485107422
617700486,34.873664855957
617703018,34.873706817627
617705613,34.874382019043
617708030,34.8743515014648
617710501,34.8741188049316
617712949,34.8741455078125
617715545,34.8736801147461
617740463,34.8758583068848
617743015,34.8759956359863
617745550,34.8756408691406
617760444,34.8747520446777
617762981,34.8741645812988
617780471,34.8708877563477
617782920,34.8708877563477
617785689,34.8703765869141
617788018,34.8704261779785
617790518,34.8699188232422
617800544,34.8691902160645
617803025,34.8690185546875
617805613,34.8685073852539
617810488,34.8679962158203
617812925,34.8679962158203
617815661,34.8673515319824
617818017,34.8674659729004
617840490,34.8647994995117
617842983,34.8647994995117
617845530,34.8647766113281
617848016,34.8647727966309
617860510,34.8638114929199
617862927,34.8638801574707
617880439,34.8647575378418
617882924,34.8646774291992
617885761,34.8645629882813
617888197,34.8644409179688
617900521,34.8644065856934
617903025,34.864501953125
617905600,34.8647766113281
617908028,34.8647956848145
617910492,34.8650588989258
617912949,34.8651351928711
617915649,34.8653182983398
617940488,34.8670387268066
617962960,34.8643989562988
617965520,34.8642234802246
617980491,34.8621978759766
617982962,34.862377166748
617985762,34.8620109558105
618000524,34.8608894348145
618003053,34.861026763916
618005600,34.8601913452148
618007995,34.8601455688477
618010573,34.8590431213379
618012949,34.8590126037598
618040571,34.8551826477051
618042972,34.8551330566406
618045543,34.8549194335938
618048018,34.855110168457
618050512,34.8553810119629
618060494,34.8553428649902
618100491,34.8566284179688
618110484,34.8574905395508
618112995,34.8573036193848
618115669,34.8577308654785
618117991,34.857608795166
618143005,34.8582572937012
618160472,34.8586540222168
618162934,34.8573989868164
618165658,34.8562126159668
618182902,34.8542442321777
618185761,34.8539581298828
618187992,34.8541603088379
618190667,34.8525543212891
618200515,34.8509216308594
618202984,34.8510398864746
618205597,34.8506507873535
618212966,34.8497200012207
618215610,34.8488311767578
618218183,34.8488540649414
618220698,34.8482055664063
618230519,34.8477973937988
618232926,34.8477249145508
618258018,34.8491516113281
618260551,34.8487281799316
618262925,34.8489265441895
618265603,34.848445892334
618268064,34.8485832214355
618280560,34.8491058349609
618282925,34.849006652832
618285703,34.8492164611816
618300602,34.8498764038086
618303019,34.8499298095703
618305637,34.8508071899414
618307966,34.8509750366211
618310608,34.8516883850098
618312988,34.8516731262207
618315685,34.8521766662598
618317995,34.852123260498
618340707,34.8543090820313
618360749,34.8571090698242
618363042,34.8571090698242
618382925,34.8547058105469
618385774,34.8541870117188
618388005,34.8541870117188
618390793,34.8538513183594
618392925,34.8538513183594
618400837,34.8541069030762
618410879,34.8538436889648
618412980,34.8539848327637
618415628,34.8535995483398
618418305,34.8536834716797
618440497,34.8529281616211
618442931,34.852897644043
618445630,34.8529319763184
618448016,34.8531303405762
618462933,34.8535919189453
618465512,34.8539199829102
618468062,34.8537979125977
618480505,34.855297088623
618482926,34.8555641174316
618485782,34.8558006286621
618488014,34.8558540344238
618490558,34.8557929992676
618498017,34.8553619384766
618500910,34.8553886413574
618502970,34.8555755615234
618505545,34.8556671142578
618508087,34.8559112548828
618510493,34.8563270568848
618543031,34.8566207885742
618560523,34.8546447753906
618562952,34.8538360595703
618580499,34.8504066467285
618582962,34.8504066467285
618600549,34.8466339111328
618603020,34.8467216491699
618605628,34.8457298278809
618610470,34.8452949523926
618613054,34.8451995849609
618615546,34.8444137573242
618618015,34.8445587158203
618650494,34.8409690856934
618672983,34.8416404724121
618675545,34.8414268493652
618678056,34.8416404724121
618700491,34.8410530090332
618703018,34.8410377502441
618705630,34.8416976928711
618708010,34.8416213989258
618713014,34.8413581848145
618715523,34.8408660888672
618718016,34.840934753418
618740489,34.841796875
618742996,34.841911315918
618763006,34.8413200378418
618765702,34.8415222167969
618768048,34.841480255127
618780489,34.8380432128906
618783046,34.8382225036621
618785772,34.8371887207031
618803060,34.8346786499023
618805704,34.8339614868164
618808260,34.8340873718262
618810490,34.833324432373
618813093,34.8333778381348
618838337,34.8291625976563
618840482,34.8295707702637
618843109,34.8297843933105
618860545,34.8304290771484
618863152,34.8302764892578
618865605,34.8297920227051
618882924,34.8293800354004
618885758,34.8292236328125
618888350,34.8293952941895
618900587,34.8287315368652
618903205,34.8287315368652
618905551,34.8283004760742
618912927,34.8287696838379
618915609,34.8295097351074
618918019,34.8294219970703
618920644,34.8296051025391
618940721,34.8287658691406
618942993,34.8287658691406
618962950,34.8283004760742
618965603,34.8280639648438
618968048,34.8277969360352
618970676,34.8267669677734
618980694,34.8252296447754
619000524,34.8223037719727
619003049,34.8225288391113
619005631,34.8225555419922
619008040,34.8226432800293
619010531,34.822322845459
619012946,34.8223609924316
619015609,34.8221435546875
619018030,34.8219680786133
619020597,34.8223190307617
619040524,34.820972442627
619043045,34.8210334777832
619045630,34.8212203979492
619060534,34.8224792480469
619063017,34.8224449157715
619065656,34.822940826416
619080544,34.8251762390137
619083087,34.8251762390137
619085761,34.8249855041504
619088254,34.8251876831055
619090551,34.8255615234375
619100586,34.8262634277344
619103147,34.8263282775879
619105610,34.8265342712402
619110590,34.8268852233887
619112970,34.8267288208008
619115791,34.8273963928223
619118174,34.8273544311523
619140605,34.8295211791992
619143084,34.8295249938965
619160644,34.8284034729004
619162958,34.8285331726074
619178360,34.825366973877
619180655,34.8250007629395
619200694,34.822021484375
619203057,34.8219795227051
619205638,34.821647644043
619210699,34.8211708068848
619212981,34.8213119506836
619215673,34.8208198547363
619218023,34.8209228515625
619220703,34.8210067749023
619240475,34.8220748901367
619243061,34.8223152160645
619245616,34.8232650756836
619258050,34.8253517150879
619260473,34.8256721496582
619262955,34.8257789611816
619282958,34.8275299072266
619285772,34.8276329040527
619288025,34.8277320861816
619290553,34.8277893066406
619300494,34.8285522460938
619303028,34.8285789489746
619305600,34.8296585083008
619310493,34.8301124572754
619312948,34.8301124572754
619315624,34.83056640625
619318449,34.830867767334
619338531,34.8325233459473
619340499,34.8328514099121
619355601,34.8331832885742
619358245,34.8333702087402
619360494,34.8334617614746
619382922,34.8303070068359
619385788,34.8293647766113
619388020,34.8295669555664
619390557,34.8289260864258
619400486,34.8276290893555
619403027,34.8275146484375
619405604,34.8271331787109
619410496,34.8264274597168
619412930,34.8264999389648
619415645,34.8255310058594
619418000,34.8256492614746
619420697,34.8253364562988
619422929,34.8253517150879
619440564,34.8250274658203
619443015,34.8251266479492
619445549,34.8260459899902
619460540,34.8278007507324
619462928,34.8277168273926
619465575,34.828369140625
619468128,34.828426361084
619480711,34.8292007446289
619482948,34.8292465209961
619485700,34.8302192687988
619488027,34.8301010131836
619500687,34.8318557739258
619502986,34.8319549560547
619505553,34.832576751709
619508068,34.832576751709
619510732,34.8327484130859
619512933,34.8329849243164
619515786,34.8333702087402
619518021,34.8333778381348
619520576,34.8334350585938
619540495,34.8342628479004
619543046,34.8341522216797
619560500,34.8322296142578
619562930,34.8322525024414
619565549,34.8319473266602
619568110,34.8317565917969
619580493,34.8286361694336
619583017,34.828800201416
619585787,34.828125
619600497,34.8265342712402
619603102,34.8264617919922
619610545,34.8254852294922
619612950,34.8254852294922
619638049,34.8230895996094
619640494,34.823486328125
619643027,34.8235092163086
619645634,34.8239593505859
619648002,34.8237609863281
619660495,34.8236427307129
619662929,34.8234596252441
619665564,34.8235244750977
619668107,34.8235244750977
619670494,34.823787689209
619672981,34.8237152099609
619680492,34.8240165710449
619682930,34.8241691589355
619685786,34.8243103027344
619688020,34.8244590759277
619690554,34.8247871398926
619692926,34.8247871398926
619712944,34.8248443603516
619720567,34.8255424499512
619722928,34.8256721496582
619725637,34.825553894043
619727995,34.8257102966309
619740499,34.8250045776367
619743004,34.8251266479492
619745608,34.8250122070313
619748023,34.8248329162598
619760498,34.8225021362305
619762930,34.8223724365234
619780497,34.8193054199219
619782931,34.8192329406738
619785756,34.8193397521973
619788020,34.8194007873535
619790493,34.8186569213867
619798063,34.8176765441895
619800542,34.8174171447754
619802985,34.8174629211426
619805633,34.817008972168
619808063,34.8170509338379
619810494,34.8166160583496
619812931,34.816478729248
619815858,34.8159255981445
619818020,34.8160629272461
619820584,34.8156318664551
619850604,34.8165130615234
619852930,34.8167419433594
619855603,34.817253112793
619858170,34.8173713684082
619860502,34.8176383972168
619872968,34.8175277709961
619875548,34.8176765441895
619900515,34.8219146728516
619902956,34.8221130371094
619905655,34.8226890563965
619908320,34.8229064941406
619910519,34.8236618041992
619912906,34.8236427307129
619915764,34.8241119384766
619918337,34.8242111206055
619920670,34.8245162963867
619922904,34.824634552002
619940489,34.8256797790527
619942986,34.8256759643555
619960505,34.8265380859375
