Time,vcu.INS.roll_rate
611850490,0.000193688087165356
611855678,-0.000339298974722624
611858008,-0.000595736317336559
611922982,0.000279103871434927
611935538,4.29393257945776E-05
611943085,0.000155490124598145
611962951,0.000576246762648225
611965628,0.000371084082871675
611972957,0.000226297415792942
611982961,-8.52313823997974E-05
611985535,-0.000209230929613113
611990687,0.000336251221597195
611992965,0.000745130935683846
612295548,-0.000413339817896485
612298204,-0.000920678023248911
612300504,-0.00040196068584919
612302944,1.33959110826254E-05
612305540,0.000181001843884587
612311049,-0.000164002180099487
612311413,0.000169858336448669
612312957,0.000684448052197695
612315533,0.00078486860729754
612318007,-7.76606611907482E-06
612320502,0.000159915769472718
612322917,3.0286842957139E-05
612325654,-0.000209597870707512
612328002,-0.000153404427692294
612330518,0.000719675561413169
612332889,0.00158466538414359
612335616,0.00161686213687062
612338028,0.000926269916817546
612340482,0.000265903538092971
612342973,0.000407337211072445
612345590,0.000715902075171471
612348044,-3.36177181452513E-05
612350521,-0.000294515397399664
612352993,0.000853391597047448
612355704,0.000606778776273131
612358053,0.000792268197983503
612360732,0.000393613474443555
612362967,-0.000536799198016524
612365600,0.000168387312442064
612367963,0.000986960250884295
612370459,0.00127892382442951
612373033,0.000326424837112427
612375600,-0.000156318303197622
612378009,-0.000838252250105143
612380480,-0.00136550259776413
612382954,0.000209618359804153
612385583,0.00093838176690042
612388009,0.000509835779666901
612390666,0.000728422775864601
612392922,-0.000331555493175983
612395600,-0.00166012963745743
612398005,-0.00102334818802774
612400509,0.000354663701727986
612402914,0.000649934867396951
612405641,0.00019531324505806
612408154,0.000205639051273465
612410494,-0.00100892432965338
612412916,-0.00133900553919375
612415687,-0.000433192122727633
612418036,-0.00101776327937841
612420537,-0.00126867787912488
612422914,-0.0005551737267524
612425698,0.000200923997908831
612428004,-0.000305922236293554
612430582,-0.000748427584767342
612432915,-0.000365968327969313
612435500,0.000595735851675272
612438055,0.000425382982939482
612440455,0.000397809082642198
612800518,-0.000212750863283873
612802987,-0.000572718447074294
612805672,-0.00130490656010807
612808078,-0.00080603058449924
612810481,0.000401537399739027
612813017,0.0010280697606504
612815706,0.000879046972841024
612818173,-4.79854643344879E-05
612840517,-4.76152636110783E-05
612842974,0.000504064606502652
612845722,0.00125631620176136
612848005,0.000875788042321801
612850550,0.000485260970890522
612862990,0.000175409950315952
612865761,0.000457179266959429
612868004,0.000320791499689221
612880574,1.96592882275581E-05
612883001,0.000515163410454988
612885768,0.000218571163713932
612887984,-0.000843095360323787
612900668,-0.000252435216680169
612903040,-0.00038502155803144
612905780,-0.000416741240769625
612911070,-0.000425153179094195
612911349,0.000232048565521836
612913048,0.000662689562886953
612915559,-0.00029038917273283
612918007,0.000213787890970707
612940660,0.000607823021709919
612943089,8.46670009195805E-05
