Time,vcu.INS.vz
618412980,-0.0473848916590214
618415628,-0.0473782755434513
618418305,-0.0473957769572735
618440497,-0.0475644655525684
618442931,-0.0476452894508839
618445630,-0.0477193146944046
618448016,-0.0477079376578331
618462933,-0.0478398688137531
618465512,-0.0479360744357109
618468062,-0.0479370057582855
618480505,-0.0480312593281269
618482926,-0.0480385646224022
618485782,-0.0480249673128128
618488014,-0.0481106787919998
618490558,-0.0481219366192818
618498017,-0.0480899550020695
618500910,-0.0480567626655102
618502970,-0.0480493642389774
618505545,-0.0480452701449394
618508087,-0.0479825586080551
618510493,-0.0480024591088295
618543031,-0.0482452921569347
618560523,-0.0466255843639374
618562952,-0.04661013931036
618580499,-0.0468189232051373
618582962,-0.0465734675526619
618600549,-0.0467701256275177
618603020,-0.0468392893671989
618605628,-0.0468270294368267
618610470,-0.0469096265733242
618613054,-0.0469384156167507
618615546,-0.0470216907560825
618618015,-0.0470412485301495
618650494,-0.0476904064416885
618672983,-0.0483399927616119
618675545,-0.0483337864279747
618678056,-0.048455785959959
618700491,-0.0484756380319595
618703018,-0.0485910400748253
618705630,-0.0485292039811611
618708010,-0.0484482198953629
618713014,-0.0484472289681435
618715523,-0.0485637746751308
618718016,-0.0485763996839523
618740489,-0.0483901463449001
618742996,-0.0484837330877781
618763006,-0.0455318987369537
618765702,-0.0455630905926228
618768048,-0.0456647537648678
618780489,-0.0457803346216679
618783046,-0.0458190962672234
618785772,-0.0459505096077919
618803060,-0.0464488565921783
618805704,-0.0463712140917778
618808260,-0.0462868884205818
618810490,-0.0462589152157307
618813093,-0.0463271141052246
618838337,-0.0467781163752079
618840482,-0.0469300858676434
618843109,-0.0469584837555885
618860545,-0.0469417944550514
618863152,-0.0469336621463299
618865605,-0.0469526536762714
618882924,-0.0470003113150597
618885758,-0.0469984300434589
618888350,-0.0471100546419621
618900587,-0.0470402352511883
618903205,-0.0470875091850758
618905551,-0.047260046005249
618912927,-0.0471643730998039
618915609,-0.0471575148403645
618918019,-0.0472289100289345
618920644,-0.0472560450434685
618940721,-0.0473289117217064
618942993,-0.0473674423992634
618962950,-0.0452754236757755
618965603,-0.0452652759850025
618968048,-0.0452445447444916
618970676,-0.0452301166951656
618980694,-0.0454407222568989
619000524,-0.0455841682851315
619003049,-0.0457414872944355
619005631,-0.0458469688892365
619008040,-0.0459180027246475
619010531,-0.0458469428122044
619012946,-0.0458330400288105
619015609,-0.0458025708794594
619018030,-0.0457340814173222
619020597,-0.0457082688808441
619040524,-0.0458984225988388
619043045,-0.0460188053548336
