Time,vcu.INS.az
611850490,0.013951781205833
611855678,-0.00644358247518539
611858008,-0.0163404922932386
611922982,-0.0110988449305296
611935538,-0.0176508519798517
611943085,-0.00843247026205063
611962951,0.0116274738684297
611965628,0.00895438902080059
611972957,-0.0338112898170948
611982961,0.0311294738203287
611985535,0.0332323387265205
611990687,-0.000687778927385807
611992965,-0.0145164746791124
612295548,-0.026149969547987
612298204,-0.0103308754041791
612300504,-0.000203752395464107
612302944,-0.000778249348513782
612305540,0.00126113486476243
612311049,0.00374731747433543
612311413,0.00897868815809488
612312957,-0.0029241587035358
612315533,-0.00549891917034984
612318007,0.0119659444317222
612320502,0.0125685930252075
612322917,-0.00368869071826339
612325654,0.011169670149684
612328002,0.00570135051384568
612330518,-0.0130663961172104
612332889,-0.00883306656032801
612335616,0.00695872213691473
612338028,0.0333182886242867
612340482,0.046252753585577
612342973,0.0208846181631088
612345590,-0.000412755034631118
612348044,0.00724542979151011
612350521,0.00746255367994308
612352993,0.00774345872923732
612355704,-0.00436955643817782
612358053,-0.000760087976232171
612360732,-0.00801128707826138
612362967,-0.00862807035446167
612365600,-0.00100279052276164
612367963,-0.0184105280786753
612370459,-0.0156726017594337
612373033,-0.00824694521725178
612375600,-0.0118806231766939
612378009,-0.0304418206214905
612380480,-0.0247129984200001
612382954,-0.00125486450269818
612385583,0.00845609791576862
612388009,-0.0103968568146229
612390666,0.000929711270146072
612392922,0.0258926767855883
612395600,0.00335869146510959
612398005,-0.0357380285859108
612400509,-0.0462210737168789
612402914,-0.0347262360155582
612405641,-0.0333552546799183
612408154,-0.0268034804612398
612410494,0.00609669554978609
612412916,0.00469109695404768
612415687,-0.0412506237626076
612418036,-0.067809022963047
612420537,-0.0689928755164146
612422914,-0.0234662368893623
612425698,0.0204004757106304
612428004,0.0164879839867353
612430582,0.00864677783101797
612432915,-0.03413100913167
612435500,-0.0332917124032974
612438055,0.00238188356161118
612440455,0.00203034863807261
612800518,-0.0196107365190983
612802987,-0.0103109581395984
612805672,-0.0103066507726908
612808078,0.00351906451396644
612810481,-0.0328949652612209
612813017,-0.072677306830883
612815706,-0.0679387003183365
612818173,-0.0319980457425117
612840517,-0.0260596685111523
612842974,-0.00854175910353661
612845722,-0.00457263924181461
612848005,-0.0117559237405658
612850550,-0.00640030670911074
612862990,-0.0404405407607555
612865761,-0.0212294962257147
612868004,-0.00953867938369513
612880574,-0.0204736646264791
612883001,-0.0151214757934213
612885768,0.0586392022669315
612887984,0.0734282955527306
612900668,-0.00357393780723214
612903040,0.00332161691039801
612905780,0.00883908104151487
612911070,0.00259239808656275
612911349,0.0149583118036389
612913048,0.00957186799496412
612915559,-0.0463152192533016
612918007,-0.0571397840976715
612940660,0.0124003170058131
612943089,0.0194068849086761
612945536,-0.0191112067550421
612948013,-0.043242022395134
612950665,-0.0248594451695681
612957983,0.0226525329053402
612960666,0.0328850522637367
612963101,0.00684134569019079
612965604,-0.03302913159132
612967987,-0.0469739362597466
612980709,-0.0320262126624584
612983154,-0.0348571203649044
612985622,-0.0378655157983303
612987984,-0.0152553729712963
612990715,0.0112187638878822
613013234,-0.0154869044199586
613015597,-0.0228812899440527
613017980,-0.0270855613052845
613020690,-0.0246979407966137
613022904,0.000738219998311251
613025597,0.022966705262661
613027976,0.0346599370241165
613030668,0.0282436218112707
613040672,-0.00548801990225911
613043277,-0.0044765779748559
613045520,0.00471009919419885
613060711,0.0289060287177563
613062955,-0.00280250515788794
613065537,-0.00690336432307959
613067995,-0.0160462819039822
613080471,-0.0019424696220085
613082933,-0.0275724697858095
613100479,-0.0197313353419304
613102922,-0.0369962342083454
613105580,0.00481012184172869
613108029,-7.0511712692678E-05
613117969,-0.0275235828012228
613120489,-0.056547075510025
613122924,-0.021035959944129
613125658,0.0264528952538967
613128210,0.00376543193124235
613157977,0.0138535611331463
613160522,0.0081099309027195
613162927,-0.00818201247602701
613165589,-0.00377678964287043
613180471,-0.00384717481210828
613182918,0.0115768071264029
613185580,-0.00722329784184694
613187996,-0.0324806645512581
613190621,-0.0219484735280275
613200536,0.003972461912781
613202901,-0.00291160331107676
613205581,-0.0151910288259387
613208029,-0.0185151193290949
613210478,0.00473236758261919
613212953,-0.00958629045635462
613215580,-0.0261027719825506
613217968,-0.0339110307395458
613240487,-0.0455281771719456
613242995,-0.0236016660928726
613245525,-0.0380097217857838
613247998,-0.0631815865635872
613262916,0.00372423348017037
613265606,0.00133150501642376
613268001,-0.0253997631371021
613280469,0.0143613182008266
613283011,0.00259008095599711
613285581,-0.0250327885150909
613297985,-0.00119102140888572
613300488,0.00194587209261954
613310442,-0.0180921647697687
613312942,0.00176643929444253
613340498,0.0151659986004233
613342997,-0.00817798729985952
613345588,0.0137507133185863
613362937,0.000481359456898645
613365535,-0.0104037253186107
613377996,0.000790388032328337
613380445,0.00734701473265886
613382992,0.0173053946346045
613400483,0.0103908581659198
613402927,0.00674801552668214
613405611,0.00570461712777615
613410497,0.00817024707794189
613412963,0.00325686391443014
613415524,0.0160816013813019
613418035,0.0248401444405317
613420449,-0.00824734847992659
613440469,-0.00994344241917133
613442967,-0.042947992682457
613445530,-0.0216277409344912
613448031,0.0117614194750786
613450469,0.0126274880021811
613460692,0.00343441707082093
613462903,-0.0025139763019979
613465522,0.0193756241351366
613467996,0.0228588487952948
613480468,0.0319836996495724
613482933,0.0453450456261635
613485600,0.0279108341783285
613487997,0.0104951746761799
613490616,-0.0304801501333714
613502906,-0.000491071492433548
613505522,-0.00188190711196512
613508094,-0.00273990840651095
613510450,-0.0297742299735546
613512962,-0.0446927696466446
613515523,-0.031814880669117
613538105,0.023387374356389
613540478,0.00938381068408489
613543001,-0.0140032330527902
613545582,-0.0201311819255352
613548035,-0.0246012434363365
613560542,-0.0047876350581646
613562907,-0.0348313376307487
613565530,-0.0313803218305111
613567995,-0.00680914195254445
613570481,0.00179663766175509
613580476,-0.0544933751225472
613582970,-0.0460794679820538
613585696,-0.0297866500914097
613600468,0.00187682756222785
613602904,0.0322605669498444
613605523,0.0280981715768576
613612938,-0.0380153842270374
613615528,-0.0350296646356583
613618017,-0.0165452696382999
613620474,-0.0116511220112443
613640470,0.0113207139074802
613642999,0.0181604865938425
613645606,-0.00135407864581794
613647997,-0.00408636964857578
613650470,-0.0162991341203451
613652906,-0.0151934381574392
613660540,0.0431290902197361
613662903,0.0272165257483721
613680470,0.0180926527827978
613682939,-0.0175299383699894
613685543,-0.0152583811432123
613688178,0.0259465500712395
613700478,-0.0721914172172546
613702903,-0.0604217797517776
613705606,-0.0287258233875036
613708262,-0.0241518951952457
613710467,-0.029937855899334
613712937,-0.0283724945038557
613715528,-0.0391696654260159
613740476,-0.00179548060987145
613742952,0.0063909599557519
613745582,-0.0026187093462795
613762905,0.0506079941987991
613765742,-0.000116944487672299
613767974,-0.0343442372977734
613780475,0.0055257948115468
613782945,-0.0167453717440367
613800471,0.006563073489815
613802905,-0.0197309553623199
613805525,-0.0208452567458153
613808102,-0.0306633953005075
613810469,-0.0346931293606758
613812905,-0.0396163463592529
613815578,-0.0621692910790443
613840496,0.0397679060697556
613842943,0.0520355962216854
613845597,0.0333934649825096
613858199,0.0138578293845057
613860540,0.0247796941548586
613862906,-0.0163131933659315
613865732,-0.0221058707684278
613880479,-0.0140528110787272
613882964,-0.00843146815896034
613885593,-0.0476382337510586
613887973,-0.0616232380270958
613890583,-0.0203022565692663
613900470,0.00228476920165122
613902907,-0.000767379417084157
613905531,-0.0132060404866934
613912905,0.0141789875924587
613940476,-0.0173610709607601
613943043,-0.0286046247929335
613945589,-0.0458783246576786
613957989,0.00620339903980494
613960555,0.0107739809900522
613962879,-0.00486727431416512
613980484,0.00532964803278446
613982947,0.0323020927608013
613985579,0.0395336486399174
613997974,0.00717615243047476
614000529,0.0141848856583238
614002905,-0.010904673486948
614005533,-0.0446423441171646
614008103,-0.0430604629218578
614010545,-0.0381939895451069
614012933,-0.0228949524462223
614040466,-0.0199093502014875
614042968,-0.00402497779577971
614045533,0.00491646630689502
614062927,0.0012254195753485
614065534,-0.0105325691401958
614068181,0.00877100881189108
614070447,0.0423706918954849
614072996,0.015238500200212
614075579,-0.0451431348919868
614083017,0.0122645571827888
614085538,0.0130878137424588
614087975,0.0246582813560963
614100470,0.00585147272795439
614102908,-2.85538844764233E-05
614105587,-0.0235810093581676
614110469,-0.011148146353662
614112936,-0.00864329654723406
614115612,0.0067367241717875
614118008,0.0298670511692762
614140469,-0.00166565319523215
614143064,-0.0413938574492931
614145603,-0.0273082889616489
614162904,-0.0416946858167648
614165552,-0.0772794708609581
614167997,-0.0324360840022564
614180496,-0.0297374743968248
614182942,-0.0388360172510147
614185626,-0.00790339894592762
614187947,0.00138409761711955
614197993,-0.0496011525392532
614200559,-0.0240100640803576
614202904,0.00787203479558229
614205638,-0.0226875841617584
614207974,-0.060592882335186
614210503,-0.0511846169829369
614212907,-0.0263209324330091
614215672,-0.0358562171459198
614218139,-0.0295021366328001
614238197,0.0105863073840737
614240504,0.00615493766963482
614242956,-5.52111305296421E-06
614245753,-0.00270963367074728
614262923,-0.0133097153156996
614265813,-0.0324648804962635
614267973,0.00403791852295399
614270475,0.00526649644598365
614280470,-0.0475117526948452
614282966,-0.0372081473469734
614285824,-0.0128046507015824
614300504,-0.0513982251286507
614302961,-0.0214739479124546
614305779,-0.000927443499676883
614308029,0.00116295821499079
614310499,-0.00538588175550103
614313003,-0.0105668874457479
614315783,-0.0107436822727323
614317977,-0.00837783515453339
614340476,-0.0114466985687613
614358202,-0.0166073646396399
614360527,-0.013341661542654
614362937,-0.00590334087610245
614365511,0.00422730017453432
614368026,-0.00824492424726486
614380467,-0.00561902392655611
614382910,-0.0107146911323071
614385798,-0.0231411643326283
614387997,-0.0348298922181129
614390627,0.00371830514632165
614400537,-0.00186451326590031
614402931,0.00894232746213675
614405809,0.0180646181106567
614408174,0.0190226901322603
614410471,0.0400495864450932
614412954,0.0227771028876305
614415577,-0.00220630853436887
614420726,0.00476551428437233
614422904,0.011231416836381
614425578,0.0162431504577398
614427973,0.0213501676917076
614430490,-0.00600793864578009
614460533,-0.0245521869510412
614462904,-0.00983229279518127
614465604,-0.00498470617458224
614467993,-0.0206029191613197
614470479,-0.050005204975605
614480519,-0.0127245523035526
614482967,-0.0125930486246943
614503026,-0.0416999347507954
614505526,-0.0315630324184895
614510470,0.0368500463664532
614513067,0.0376882068812847
614515581,0.0187443736940622
614517976,0.0071057160384953
614520671,0.0168083515018225
614522903,0.00420846324414015
614540514,0.0169813670217991
614542953,0.0307199060916901
614545523,0.0397094301879406
614562931,-0.00864467769861221
614565633,-0.0301040336489677
614588190,-0.0132254175841808
614590534,-0.0412246659398079
615286099,0.0146895796060562
615440557,0.0427936799824238
615725629,-0.0148577839136124
615728098,-0.0141232535243034
615730578,-1.82304356712848E-05
615748070,-0.0380228310823441
615762990,-0.018377959728241
615765650,-0.0197487510740757
615768125,-0.0169266182929277
615770554,-0.0252502597868443
615773046,-0.0330133400857449
615775665,-0.0210272669792175
615778150,-0.0441533103585243
615780553,-0.0486502200365067
615782990,-0.0447528287768364
615785847,-0.0465001612901688
615788080,-0.0136177483946085
615790601,-0.00504731200635433
615792989,-0.0129578737542033
615795757,-0.00669559556990862
615798082,-0.00163357239216566
615800630,-0.0156606342643499
615805625,-0.0104741705581546
615808148,-0.007574328687042
615810526,0.00348446890711784
615813003,-0.00428942637518048
615815681,-0.00536780478432775
615818059,0.00146846380084753
615820747,-0.0244100596755743
615822981,-0.0357790403068066
615825711,-0.0041087893769145
615830553,0.00317610194906592
615833022,-0.0287433471530676
615835617,-0.0428143292665482
615843097,-0.00852772872895002
615845612,-0.0237365532666445
615848094,-0.0235348735004663
615850531,-0.0221329424530268
615858110,-0.00136297510471195
615860536,0.00868607498705387
615863086,0.0148023348301649
616043028,0.0135865593329072
616045609,-0.00931164342910051
616048093,-0.0115778287872672
616050561,-0.00901759508997202
616052989,-0.000133512541651726
616055722,-0.0164883807301521
616058083,-0.0353872291743755
616060576,-0.0272692497819662
616062996,-0.00311017432250082
616065688,0.000896032142918557
616068129,-0.0195908807218075
616070619,-0.0235478449612856
616073046,-0.0288329590111971
616075611,-0.0415231548249722
616078119,-0.0325320847332478
616080554,-0.023093082010746
616082990,-0.030118715018034
616085847,-0.0106900259852409
616088080,0.00357613596133888
616090683,-0.0283609665930271
616092993,-0.04543561860919
616095620,-0.0522716045379639
616098075,-0.0224127732217312
616100552,0.01272645406425
616103083,0.00324260490015149
616105610,-0.00533367320895195
616108080,0.00521639687940478
616110553,-0.00953935831785202
616113019,-0.0228437203913927
616115610,-0.00830348487943411
616118083,-0.019647466018796
616120669,-0.00881810951977968
616123017,-0.00201654899865389
616125616,-0.00299867964349687
616128122,0.00580092938616872
616130554,0.0235673096030951
616133099,0.0397223494946957
616135617,0.0257741846144199
616138187,0.0153924217447639
616140560,0.0099085932597518
616143012,0.00932859349995852
616145609,0.0307462345808744
616148291,0.0316346473991871
616150584,0.0215987823903561
616153028,0.0171542372554541
616155816,-0.00324472296051681
616158050,0.00869803410023451
616160556,0.0151842469349504
616163069,0.00827020965516567
616165691,0.00733880093321204
616168102,0.019712632521987
616170556,0.00662313215434551
616173116,-0.0205936096608639
616175691,-0.0324728265404701
616178081,-0.0543625541031361
616180551,-0.041012205183506
616183038,-0.000219532288610935
616185848,3.58335382770747E-05
616188079,-0.0115484734997153
616190645,-0.00680273305624723
616192994,-0.026542492210865
616195624,-0.0288778487592936
616198082,-0.0256897900253534
616200600,-0.0388245657086372
616203131,-0.0246531907469034
616205612,-0.00228978670202196
616208085,0.000144161167554557
616210561,-0.0186871644109488
616213021,-0.034700658172369
616215610,-0.0560742951929569
616218081,-0.0555825643241405
616220668,-0.0216890964657068
616222989,-0.013971233740449
616225607,-0.0263928808271885
616228220,-0.0402728989720345
616230599,-0.0296807028353214
616233009,-0.000952220347244293
616235693,0.0231436304748058
616238150,0.0151023659855127
616240585,-0.0112139461562037
616243053,-0.0276363845914602
616245665,-0.0293103195726871
616248231,-0.0160749666392803
616250574,-0.0108566265553236
616252991,-0.0239808708429337
616255823,-0.0125216413289309
616258234,0.0180477388203144
616260612,0.0100751761347055
616262989,-0.0081782266497612
616265696,0.0232839230448008
616268268,0.034773126244545
616270554,0.0211683306843042
616273047,0.0196077786386013
616275696,-0.0117814289405942
616278276,-0.0448341406881809
616280551,-0.0511569418013096
616282989,-0.0347456037998199
616285847,0.00262221251614392
616288282,0.0299111008644104
616290625,0.0301439110189676
616292995,0.00840190518647432
616295624,-0.0188295934349298
616298289,-0.015877103433013
616300547,-0.0160738434642553
616303083,-0.000289240939309821
616305625,-0.0136746186763048
616308317,-0.0285996459424496
616310551,0.0232930462807417
616313021,0.0403300710022449
616315670,-0.00317287258803844
616318325,-0.0230997297912836
616320665,-0.0128226531669497
616322989,-0.0134326880797744
616325710,-0.0084658358246088
616328329,-0.0244614500552416
616330601,-0.0514575429260731
616333010,-0.0223761778324842
616335726,0.018736956641078
616338337,0.0165659915655851
616340553,-0.0158199928700924
616343035,-0.0226844176650047
616345773,-0.00483450293540955
616348342,-0.000583962944801897
616350580,0.00580730149522424
616353035,0.0297416970133781
616355820,0.0198417250066996
616358375,-0.00523119606077671
616360560,-0.0103339292109013
616363014,-0.023103253915906
616365592,-0.0153779648244381
616380553,-0.0119129456579685
616382991,-0.0433435365557671
616385927,-0.0400753729045391
616388390,-0.00911508128046989
616390627,-0.0149448290467262
616400553,-0.0349314324557781
616403165,-0.026987437158823
616405661,0.00762595795094967
616408432,-0.00280281435698271
616410604,-0.00954358652234077
616413023,-0.0180875193327665
616415614,-0.0458351708948612
616418080,-0.0431622788310051
616440567,0.0125813409686089
616442999,0.0198188126087189
