Time,vcu.INS.vx
704840721,-0.0032764389179647
704843146,-0.00312418607063591
704860734,-0.00268734386190772
704863198,-0.00267421593889594
704880821,-0.00264964113011956
704883131,-0.00266470061615109
704886189,-0.0027447419706732
704900734,-0.00273124314844608
704903159,-0.00263617793098092
704905854,-0.00252907606773078
704908433,-0.00252681388519704
704920816,-0.00241160253062844
704923167,-0.00241694948635995
704925750,-0.00246026809327304
704940900,-0.00221177423372865
704943237,-0.00214448990300298
704945873,-0.00222329935058951
704960826,-0.004211466293782
704963186,-0.00428836978971958
704965815,-0.00420148344710469
704983138,-0.00389092369005084
704985813,-0.00395661033689976
704988678,-0.00403122277930379
705000786,-0.00424156431108713
705003170,-0.0042668329551816
705005765,-0.00426987744867802
705008669,-0.00417887046933174
705023111,-0.00451914174482226
705025824,-0.00458871712908149
705028718,-0.00466286484152079
705040890,-0.00497177941724658
705060938,-0.00557498168200254
705081034,-0.00602239649742842
705083134,-0.00592407444491982
705085822,-0.00587383657693863
705100984,-0.00561003061011434
705103170,-0.00558564718812704
705120790,-0.0050788102671504
705123168,-0.00491477735340595
705125766,-0.00485302926972508
705141133,-0.00434718979522586
705143235,-0.00423568487167358
705145848,-0.00415410567075014
705160765,-0.00312029151245952
705163187,-0.00311441696248949
705165813,-0.00315419537946582
705183184,-0.00339259416796267
705200745,-0.00352008314803243
705203271,-0.00359972869046032
705240901,-0.00399164017289877
705243145,-0.00408888747915626
705245871,-0.00418686447665095
705260784,-0.00439383089542389
705263202,-0.00427663000300527
705265821,-0.00434626219794154
705280865,-0.00456353835761547
705283135,-0.00458991294726729
705285891,-0.00446865009143949
705300793,-0.0044822464697063
705303153,-0.0044359527528286
705320856,-0.00437342002987862
705323199,-0.00435950141400099
705325770,-0.00419588107615709
705328459,-0.00416179886087775
705340939,-0.0038306494243443
705343143,-0.00374777871184051
705345833,-0.00369085930287838
705348223,-0.003677764441818
705363191,-0.0035121978726238
705365931,-0.0034825848415494
705381103,-0.00361723452806473
705383126,-0.00371803622692823
705385812,-0.00375633127987385
705400899,-0.00197930773720145
705403193,-0.00197224272415042
705405889,-0.00202916096895933
705408544,-0.00207457924261689
705410943,-0.00210773991420865
705420982,-0.00249058031477034
705423183,-0.00260192528367043
705425764,-0.00261723599396646
705441063,-0.00280066672712564
705443166,-0.00272551993839443
705445759,-0.00272465869784355
705463159,-0.00262819975614548
705465761,-0.00253364630043507
705468674,-0.00243463343940675
705478778,-0.00232622353360057
705480829,-0.00221851002424955
705483137,-0.00212194747291505
705500913,-0.00167550728656352
705503137,-0.00149080995470285
705520998,-0.00155155919492245
705523286,-0.00153714593034238
705525767,-0.00156663055531681
705528750,-0.00151562853716314
705543194,-0.00151095911860466
705558839,-0.00274687958881259
705561157,-0.00279713049530983
705563196,-0.00284260744228959
705581156,-0.00284807896241546
705583284,-0.00279244198463857
705601180,-0.0027479778509587
705603201,-0.00278894091024995
705621391,-0.00288273906335235
705623250,-0.00290962471626699
705641320,-0.00307173957116902
705643280,-0.00306935934349895
705645763,-0.00302831595763564
705663455,-0.00309734418988228
705665789,-0.00320288399234414
705668619,-0.00311187538318336
705670894,-0.00305643421597779
705693447,-0.00276560918428004
705723522,-0.00245098583400249
705725775,-0.00249304505996406
705728709,-0.00247548776678741
