Time,vcu.INS.ax
613418035,0.00112984818406403
613420449,0.0204230360686779
613440469,0.0179591812193394
613442967,0.0228208247572184
613445530,0.00252962182275951
613448031,-0.00762739684432745
613450469,0.0122361900284886
613460692,-0.00628275703638792
613462903,0.00564311118796468
613465522,0.0293381735682487
613467996,0.0254235137254
613480468,0.0227189548313618
613482933,0.0293684452772141
613485600,0.0360884740948677
613487997,0.0329773128032684
613490616,0.0166376791894436
613502906,-0.00312826177105308
613505522,0.00814408995211124
613508094,-0.00458325957879424
613510450,-0.00951928552240133
613512962,0.00898638367652893
613515523,0.0114006390795112
613538105,-0.0102888196706772
613540478,-0.0354271568357944
613543001,-0.076354131102562
613545582,-0.0619910024106503
613548035,-0.0263197440654039
613560542,-0.0624051131308079
613562907,-0.0639929473400116
613565530,-0.0436561927199364
613567995,-0.0243505779653788
613570481,-0.0127708381041884
613580476,-0.0431258492171764
613582970,-0.0263178907334805
613585696,-0.013765899464488
613600468,-0.0182485897094011
613602904,0.000916597666218877
613605523,-0.00708156917244196
613612938,-0.00207775365561247
613615528,0.0155134415253997
613618017,0.0111221931874752
613620474,0.00626248959451914
613640470,0.016206007450819
613642999,0.0237309280782938
613645606,0.0313665717840195
613647997,0.0246776975691319
613650470,0.00385448732413352
613652906,0.00914374366402626
613660540,0.0182174518704414
613662903,0.014065264724195
613680470,0.00719425920397043
613682939,0.0106250457465649
613685543,0.0198622271418571
613688178,0.0325474813580513
613700478,-0.00420965813100338
613702903,0.00814580358564854
613705606,0.00226542400196195
613708262,0.00810098089277744
613710467,0.00885358545929194
613712937,-0.00611958699300885
613715528,-0.028819628059864
613740476,-0.0230740122497082
613742952,-0.0170710943639278
613745582,-0.0110864359885454
613762905,-0.0202531386166811
613765742,-0.0297577418386936
613767974,-0.0356384851038456
613780475,-0.0174854435026646
613782945,0.0113851046189666
613800471,0.0721394568681717
613802905,0.054897665977478
613805525,0.0344667471945286
613808102,0.029940415173769
613810469,0.0340556278824806
613812905,0.0412420108914375
613815578,0.0243596527725458
613840496,0.0103216469287872
613842943,0.0227291379123926
613845597,0.0085775600746274
613858199,0.00263118324801326
613860540,-0.0058094272390008
613862906,-0.00788605120033026
613865732,-0.0161072593182325
613880479,-0.0115820402279496
613882964,-0.0416366122663021
613885593,-0.0397439412772655
613887973,-0.0365108549594879
613890583,-0.0241028126329184
613900470,-0.0163966678082943
613902907,-0.0311560817062855
613905531,-0.0338727161288261
613912905,-0.00648714508861303
613940476,0.0121917109936476
613943043,0.012564193457365
613945589,0.0030243000946939
613957989,0.0190309565514326
613960555,0.0125068062916398
613962879,0.0270160678774118
613980484,0.0590161718428135
613982947,0.0385245457291603
613985579,0.0206096712499857
613997974,0.0300718452781439
614000529,0.0394285768270493
614002905,0.0240436624735594
614005533,0.00543880835175514
614008103,0.00351270916871727
614010545,0.0151483863592148
614012933,0.0161044001579285
614040466,-0.0189061462879181
614042968,-0.0152492597699165
614045533,-0.0290075894445181
614062927,-0.0259699858725071
614065534,-0.0179979503154755
614068181,-0.0148386619985104
614070447,-0.0131083969026804
614072996,-0.00967478472739458
614075579,-0.00902714021503925
614083017,0.0202575381845236
614085538,-0.000896446406841278
614087975,-0.0122251892462373
614100470,0.0202309526503086
614102908,0.025401908904314
614105587,0.0293707326054573
614110469,0.0055493819527328
614112936,0.000744872726500034
614115612,-0.0180138684809208
614118008,-0.0355327054858208
614140469,0.00719830533489585
614143064,-0.000938121229410172
614145603,-0.0194712392985821
614162904,0.00304063525982201
614165552,-0.00252104736864567
614167997,0.00366839440539479
614180496,0.0234020706266165
614182942,0.0324755646288395
614185626,0.011134535074234
614187947,-0.0132042104378343
614197993,0.0217942427843809
614200559,0.0237215422093868
614202904,0.0103179747238755
614205638,0.0149367284029722
614207974,0.0176017805933952
614210503,0.019951693713665
614212907,0.00224643852561712
614215672,-0.00594467716291547
614218139,0.0168145503848791
614238197,0.0149382408708334
614240504,0.00978790037333965
614242956,-0.0178530011326075
614245753,-0.0387991145253181
614262923,-0.00562864169478416
614265813,-0.00681307585909963
614267973,-0.0109811527654529
614270475,-0.00362895918078721
614280470,-0.0202489048242569
614282966,-0.0215957257896662
614285824,-0.0207776930183172
614300504,-0.0111207747831941
614302961,-0.00360679929144681
614305779,-0.0147957382723689
614308029,-0.024894991889596
614310499,-0.0336702466011047
614313003,-0.0227606613188982
614315783,-0.011274665594101
614317977,-0.0180202834308147
614340476,0.0208210498094559
614358202,0.011463082395494
614360527,-0.00272492994554341
614362937,-0.0279672499746084
614365511,-0.0346814692020416
614368026,-0.0205694772303104
614380467,-0.00957987550646067
614382910,-0.00284846755675972
614385798,0.000299129693303257
614387997,-0.0020560254342854
614390627,0.0161359664052725
614400537,-0.0114017184823751
614402931,-0.000817535736132413
614405809,0.0050054807215929
614408174,-0.0113597391173244
614410471,-0.0421931594610214
614412954,-0.0339975953102112
614415577,1.25850347103551E-05
614420726,-0.0177007503807545
614422904,-0.00669904798269272
614425578,0.00631469814106822
614427973,-0.00911395624279976
614430490,0.00186227646190673
614460533,0.00166788487695158
614462904,0.0209909193217754
614465604,0.00981621351093054
614467993,-0.00490675494074821
614470479,0.0120732448995113
614480519,-0.0135016599670053
614482967,-0.00224154884926975
614503026,-0.00641170423477888
614505526,0.00155977730173618
614510470,0.0177577845752239
614513067,0.0329862274229527
614515581,0.021571297198534
614517976,0.00780755095183849
614520671,0.00754946144297719
614522903,0.00964569114148617
614540514,-0.00922685768455267
614542953,0.0205984748899937
614545523,0.0239283367991447
614562931,-0.0200654398649931
614565633,-0.0116303255781531
614588190,-0.0459679551422596
614590534,-0.0455554127693176
615286099,0.0372655913233757
615440557,0.012406905181706
615725629,-0.0188057795166969
615728098,-0.0222020260989666
615730578,-0.0125627713277936
615748070,-0.000359611818566918
615762990,-0.00463739177212119
615765650,0.0205654501914978
615768125,0.0173487514257431
615770554,0.0112148215994239
615773046,0.0135585032403469
615775665,0.00468112202361226
615778150,0.00400022091343999
615780553,0.000798880239017308
615782990,-0.00921923108398914
615785847,-0.00933134369552135
615788080,0.00376529875211418
615790601,0.00902931950986385
615792989,0.0057877185754478
615795757,-0.00779814971610904
615798082,-0.00735974404960871
615800630,-0.00346768507733941
615805625,0.0166923683136702
615808148,0.025370491668582
615810526,0.0134622622281313
615813003,-0.00666960095986724
615815681,-0.012119060382247
615818059,-0.0141316382214427
615820747,-0.004791927523911
615822981,0.0137981586158276
615825711,0.0107476692646742
615830553,0.0122462408617139
615833022,-0.00759567599743605
615835617,-0.0179409720003605
615843097,0.0021706223487854
615845612,-0.0200889483094215
615848094,-0.0350928977131844
615850531,-0.0226235929876566
615858110,0.00408300524577498
615860536,-0.00473693432286382
615863086,-0.00724588800221682
616043028,0.0197286494076252
616045609,0.0299429092556238
616048093,0.0212989896535873
616050561,-0.00746080884709954
616052989,-0.0107912924140692
616055722,-0.0129537563771009
616058083,-0.0315933302044868
616060576,-0.024913789704442
616062996,-0.00756425503641367
616065688,-0.00517703779041767
616068129,-0.015991760417819
616070619,-0.0215785223990679
616073046,-0.00589835783466697
616075611,0.0184469781816006
616078119,0.00347278476692736
616080554,-0.0264286603778601
616082990,-0.0277846977114677
616085847,-0.0179886240512133
616088080,-0.0222920998930931
616090683,-0.0195639878511429
616092993,0.0100313946604729
616095620,0.00405454449355602
616098075,-0.0127993365749717
616100552,-0.00896701402962208
616103083,0.00704958010464907
616105610,0.0153971165418625
616108080,0.00237644999288023
616110553,0.0123267946764827
616113019,0.0329460836946964
616115610,0.0211201477795839
616118083,0.000817314896266907
616120669,-0.00479644909501076
616123017,-0.0080680875107646
616125616,-0.000353575975168496
616128122,0.0289005823433399
616130554,0.0456493273377419
616133099,0.013921344652772
616135617,-0.00139712891541421
616138187,0.00842463131994009
616140560,-0.00890775676816702
616143012,-0.0197857543826103
616145609,-0.0192695241421461
616148291,-0.0014952797209844
616150584,0.0138136614114046
616153028,0.0145923290401697
616155816,-0.000871722237206995
616158050,-0.0200007222592831
616160556,-0.0132760079577565
616163069,-0.00229524495080113
616165691,0.0176935568451881
616168102,0.00402364833280444
616170556,-0.00783024076372385
616173116,0.00123903737403452
616175691,-0.0115339495241642
616178081,-0.00389157142490149
616180551,0.030778432264924
616183038,0.0343190059065819
616185848,0.00202042888849974
616188079,-0.0179324932396412
616190645,-0.0129966661334038
616192994,-0.000233509461395442
616195624,-0.0113949663937092
616198082,-0.00291625969111919
616200600,0.0163917746394873
616203131,0.00771820638328791
616205612,-0.0141210639849305
616208085,-0.0312066990882158
616210561,0.000498666428029537
616213021,0.0195647943764925
616215610,0.021737152710557
616218081,0.0209308788180351
616220668,-0.00428168382495642
616222989,-0.0131474174559116
616225607,-0.0112817287445068
616228220,-0.0144727881997824
616230599,-0.00741452537477016
616233009,0.0122140571475029
616235693,0.0204997546970844
616238150,0.00811129808425903
616240585,-0.0142697235569358
616243053,-0.0332555919885635
616245665,-0.015755383297801
616248231,0.00246186461299658
616250574,-0.0057205012999475
616252991,-0.00824692845344543
616255823,-0.023533783853054
616258234,-0.0302853919565678
616260612,-0.0172662921249866
616262989,-0.0104049798101187
616265696,-0.00365165178664029
616268268,0.00177612388506532
616270554,0.00765764713287354
616273047,0.0204168781638145
616275696,0.0126765882596374
616278276,-0.0117805022746325
616280551,-0.0118769090622664
616282989,-0.000353022245690227
616285847,0.0146627072244883
616288282,0.0267165005207062
616290625,0.0114851519465446
616292995,0.00777522381395102
616295624,0.0318549498915672
616298289,0.0208116322755814
616300547,-0.0050393077544868
616303083,-0.00116580282337964
616305625,0.00998873356729746
616308317,0.00106677412986755
616310551,0.0081373518332839
616313021,0.0305593274533749
616315670,0.0292094815522432
616318325,0.0294826850295067
616320665,0.0206708386540413
616322989,-0.00918789859861135
616325710,-0.00798402354121208
616328329,-0.00573635566979647
616330601,-0.00877057481557131
616333010,0.00887259282171726
616335726,0.0095357233658433
616338337,0.0112855294719338
616340553,0.00755009101703763
616343035,-0.010015320032835
616345773,-0.0148269971832633
616348342,-0.0203862190246582
616350580,-0.0223182421177626
616353035,-0.0227069538086653
616355820,-0.0259176660329103
616358375,-0.00810445286333561
616360560,-0.00546302134171128
616363014,-0.0230518393218517
616365592,-0.0202466193586588
616380553,-0.0369856022298336
616382991,-0.0199977550655603
616385927,0.00337282917462289
616388390,-0.000446497637312859
616390627,-0.00415114918723702
616400553,0.00775445625185966
616403165,0.0119134401902556
616405661,0.0118699800223112
616408432,0.00459851277992129
616410604,-0.00603493815287948
616413023,-0.0345195159316063
616415614,-0.0343459248542786
616418080,-0.00112535897642374
616440567,0.00215728092007339
616442999,0.00316341291181743
616445809,0.00584394065663219
616460555,0.00778923789039254
616462988,-0.0113196102902293
616465704,0.000824309012386948
616468091,0.0298584569245577
616470554,0.0278896186500788
616480553,-0.00160441489424556
616482992,0.0161425229161978
616485853,0.00865671876817942
616488085,-0.0111894207075238
616500553,-0.0132013028487563
616503084,0.0161463674157858
616505609,0.0338327288627625
616508082,0.0161036998033524
616510552,-0.00690853595733643
616513028,-0.0180254224687815
616515613,-0.0331525057554245
616518083,-0.0226198509335518
616520665,0.000309711729642004
616522989,0.00639326963573694
616525624,0.00488191284239292
616540578,-0.0162846017628908
616543004,-0.00773262325674295
616545581,-0.00782419461756945
616560669,-0.00399790797382593
616562992,-0.00650819437578321
616565620,-0.00884705130010843
616580554,-0.00419606035575271
616582984,-0.00217012665234506
616585829,-0.0265926122665405
616588057,-0.0173208154737949
616600553,0.0112545536831021
616603106,-0.000165675883181393
616605708,0.00470245443284512
616608077,0.0314896330237389
616613028,0.00754287699237466
616615609,0.00543495174497366
616618082,0.00153786584269255
616620749,-0.024884482845664
616622981,-0.0285055339336395
616685824,-0.000701190670952201
616688058,0.0118020744994283
616713016,0.00715975975617766
616730579,-0.00468356162309647
616733036,0.00347499526105821
616735600,-0.00115995679516345
616738240,-0.00967541709542274
616743043,-0.000515746069140732
616748111,0.0020821993239224
616750612,-0.00523294322192669
616753025,-0.014373229816556
616755695,-0.0271746404469013
616758077,-0.0405728220939636
616760621,-0.0368385873734951
616762985,-0.0302170738577843
616765621,-0.0194389726966619
616768125,-0.0251492448151112
616770627,-0.0277339741587639
616773045,-0.0137317562475801
616775609,-0.00544525589793921
616778122,-0.00242667132988572
616780633,-0.0059024509973824
616783017,-0.00669426610693336
616785823,-0.0129601843655109
616788057,-0.00167878775391728
616790668,0.00104903907049447
616793034,-0.00268156663514674
616803085,0.00785764679312706
616805684,0.00822582095861435
616808060,0.0168949142098427
616810680,0.0252259150147438
616813120,0.0280121918767691
616815729,0.046727366745472
616818082,0.0234020836651325
616843063,-0.00217185891233385
616845610,0.00677011115476489
616848082,-0.00807132571935654
616850646,-0.0311913266777992
616860678,-0.0177175402641296
616863012,-0.0134164923802018
616865691,-0.0174796339124441
616868199,-0.0297769159078598
616878092,-0.013695583678782
616880694,-0.0137396920472384
616883011,-0.0139626525342464
616885998,-0.0137582365423441
616888253,-0.0174641646444798
616900702,-0.00216641835868359
616903087,-0.0173163022845984
616905616,-0.0174336656928062
616908265,-0.00221830792725086
616910737,0.00134493852965534
616913073,0.0154386702924967
616915590,0.0204649716615677
616918273,0.018577016890049
616920744,0.0102653754875064
616940784,0.0285337325185537
616943064,0.0181295461952686
616945634,0.0331986844539642
616960555,0.0133247105404735
616962991,0.0326870791614056
616980552,-0.00167118001263589
616982990,0.00922707747668028
616985846,0.00434176623821259
616988081,-0.00526084937155247
617000553,-0.0467921532690525
617003087,-0.0380883999168873
617005790,-0.0487559363245964
617008210,-0.0609178766608238
617010553,-0.0512822829186916
617012972,-0.0558797381818295
617015611,-0.0454592294991016
617018177,-0.0528173930943012
617020794,-0.0544357858598232
617022928,-0.0385054163634777
617025651,-0.0565014630556107
617040586,-0.0469200685620308
617043022,-0.0600274428725243
617045685,-0.0403820276260376
617048234,-0.0330090969800949
617060490,-0.032690092921257
617062932,-0.0373192727565765
617065725,-0.0225541181862354
617080490,0.00951880309730768
617082927,0.0103125032037497
617085783,0.0200298167765141
617088330,0.0265406854450703
617100491,0.030460350215435
617103025,0.0333748422563076
617105774,0.0368119664490223
617110491,0.0483211614191532
617112946,0.0481238514184952
617115778,0.0504323430359364
617118378,0.0400816425681114
617120602,0.0314319655299187
617122940,0.0301691684871912
617143040,0.0290467143058777
617145739,0.00770294340327382
617163094,-0.0409498624503613
617165749,-0.0383564606308937
617168435,-0.00635124184191227
617178440,-0.0216504689306021
617180491,-0.0103164641186595
617182928,-0.0235101040452719
617185788,-0.0198354925960302
617188025,0.00164284836500883
617200493,0.0272980257868767
617203022,0.0109259579330683
617205800,-0.00571953551843762
617212965,-0.000587564427405596
617215549,0.00738633051514626
617218020,0.0132936155423522
617240576,-0.00193215638864785
617243015,-0.0139185190200806
617245611,-0.0291482098400593
617247997,-0.0238912869244814
617250507,-0.00700086634606123
617252926,0.0140977837145329
617260491,0.00221966812387109
617262925,-0.0102046402171254
617265563,-0.0110044805333018
617268095,-0.0041451919823885
617280489,-9.5267896540463E-05
617282924,-0.0122008500620723
617285904,0.00773358531296253
617288015,0.00543638924136758
617290562,0.0145905138924718
617300512,0.00594667531549931
617303001,0.000216231564991176
617305689,-0.00905390549451113
617307984,-0.0112080480903387
617310513,-0.0143319331109524
617312965,-0.037263922393322
617315547,-0.0454966053366661
617317995,-0.046552948653698
617320671,-0.0298334117978811
617322903,-0.0145285306498408
617340491,-0.00458620302379131
617342966,-0.00135466386564076
617345607,-0.000455931323813275
617360496,-0.00472969468683004
617363022,0.00700803985819221
617370469,-0.0156850330531597
617378110,0.00956648029386997
617380490,-0.0030877897515893
617382920,-0.0199951659888029
617385782,-0.0207482166588306
617388163,-0.00869861245155334
617400517,0.00737044494599104
617402991,0.0220089051872492
617405542,0.0153381191194057
617408225,0.014221009798348
617410493,0.017031516879797
617412953,0.0138326659798622
617415545,0.0186105314642191
617418268,0.0136431409046054
617420690,0.00717830145731568
617440523,0.0180777385830879
617442993,0.0184508450329304
617445599,0.0266578420996666
617460493,-0.0195217225700617
617462925,-0.0201845541596413
617465561,-0.0228868592530489
617480499,-0.00234022806398571
617482924,0.0215911120176315
617485758,0.0269588958472013
617487993,-0.00757226580753922
617500520,-0.00953823048621416
617503032,-0.0154435010626912
617505601,-0.0100485561415553
617507987,0.00427420204505324
617510517,0.0278168525546789
617512924,0.026541231200099
617515614,0.0171465128660202
617517996,0.0122382156550884
617542927,0.000980884185992181
617545643,0.00643960945308208
617547996,0.000514385814312845
617560523,-0.0295269042253494
617562923,-0.0259210355579853
617582923,-0.0028967207763344
617600523,-0.000643120496533811
617610564,0.0119292763993144
617612955,0.0353967733681202
617615551,0.0416084788739681
617640497,0.0124155394732952
617658172,-0.0233776476234198
617660501,-0.0111222565174103
617662925,-0.0140587789937854
617665598,-0.00827250443398952
617668217,0.0070446589961648
617680501,-0.00204714061692357
617682926,0.0161673706024885
617685760,0.00439725676551461
617700486,-0.0112784020602703
617703018,-0.0254018474370241
617705613,-0.0180108603090048
617708030,-0.0123307518661022
617710501,-0.0179376527667046
617712949,-0.0201122835278511
617715545,-0.00494060851633549
617740463,0.00885659176856279
617743015,-0.00106111564673483
617745550,-0.00102575705386698
617760444,0.012487668544054
617762981,0.00885220244526863
617780471,0.0046427845954895
617782920,0.0221076477319002
617785689,0.031495101749897
617788018,0.0390315614640713
617790518,0.0332827344536781
617800544,0.0304376669228077
617803025,0.0320593602955341
617805613,0.0280474983155727
617810488,-0.0222447905689478
617812925,-0.0214864742010832
617815661,-0.0169932413846254
617818017,-0.000700034608598799
617840490,0.0162635389715433
617842983,0.00675705773755908
617845530,-0.0177529510110617
617848016,-0.0257977582514286
617860510,0.00282921455800533
617862927,-0.00811862759292126
617880439,-0.00523293949663639
617882924,0.00234014866873622
617885761,0.0155288800597191
617888197,0.0071406289935112
617900521,-0.00665829423815012
617903025,0.00612445129081607
617905600,0.0114282704889774
617908028,0.0123189818114042
617910492,0.011908145621419
617912949,-0.00177750457078218
617915649,-0.0200705900788307
617940488,0.0174704063683748
617962960,0.00860207248479128
617965520,0.0131314937025309
617980491,-0.00597664574161172
617982962,0.00534398667514324
617985762,0.00247687916271389
618000524,-0.0258985999971628
618003053,-0.0174899827688932
618005600,0.00475428439676762
618007995,0.0133364787325263
618010573,0.0104852169752121
618012949,0.0252080615609884
618040571,0.00500632356852293
618042972,0.0149412592872977
618045543,0.00522045930847526
618048018,-0.0223493911325932
618050512,-0.0236785337328911
618060494,0.0192170646041632
618100491,-0.00716966623440385
618110484,-0.00271766423247755
618112995,0.0153281865641475
618115669,0.0152523135766387
618117991,-0.0179741773754358
618143005,0.00112691125832498
618160472,0.0160333532840014
618162934,0.0173622518777847
618165658,0.00560268992558122
618182902,-0.0269041694700718
618185761,-0.0295586176216602
618187992,-0.0315959639847279
618190667,-0.0203372556716204
618200515,-0.0176817290484905
618202984,-0.0312792658805847
618205597,-0.0220983475446701
618212966,0.00124195322860032
618215610,0.00503698317334056
618218183,0.00284802285023034
618220698,-0.00875931419432163
618230519,0.0118559757247567
618232926,0.00273871957324445
618258018,0.00351451011374593
618260551,0.0030350920278579
618262925,0.00810257624834776
618265603,0.0238036476075649
618268064,0.012345789000392
618280560,0.00679092481732368
618282925,-0.00205278606154025
618285703,0.00658957799896598
618300602,-0.0103484950959682
618303019,-0.0182284377515316
618305637,-0.0109055461362004
618307966,-0.000713488494511694
618310608,0.0118786748498678
618312988,0.02173787727952
618315685,0.0197399780154228
618317995,-0.00278158206492662
618340707,0.00110970693640411
618360749,-0.00438006222248077
618363042,0.00745473336428404
618382925,0.0209708791226149
618385774,0.0140164233744144
618388005,0.00650602858513594
618390793,0.0113801015540957
618392925,0.000844931753817946
618400837,0.0302462335675955
618410879,0.00700125843286514
618412980,-0.00167271820828319
618415628,0.00742413522675633
618418305,0.00717526813969016
618440497,-0.0127547290176153
618442931,-0.0249864682555199
618445630,-0.0173355080187321
618448016,0.00146359985228628
618462933,-0.0330988951027393
618465512,-0.0259417593479156
618468062,-0.0115711446851492
618480505,-0.03115020878613
618482926,0.0040694298222661
618485782,0.0120107308030128
618488014,-0.0109793301671743
618490558,-0.0168425682932138
618498017,0.00391174294054508
618500910,0.00378735549747944
618502970,-0.0213179476559162
618505545,-0.0373285785317421
618508087,-0.0213986039161682
618510493,-0.00575657654553652
618543031,-0.0133823165670037
618560523,0.00669559184461832
618562952,0.0191079061478376
618580499,0.00773759046569467
618582962,-0.0125682232901454
618600549,0.0029160596895963
618603020,0.0243907254189253
618605628,0.0176924560219049
618610470,-0.0108936661854386
618613054,-0.00986548606306314
618615546,-0.0127961551770568
618618015,-0.0197573136538267
618650494,-0.0229807235300541
618672983,0.044419527053833
618675545,0.0548363253474236
618678056,0.012030242010951
618700491,-0.0125826681032777
618703018,-0.0174527578055859
618705630,-0.0133180432021618
618708010,0.0037964575458318
618713014,-0.0108317490667105
618715523,-0.0223206840455532
618718016,-0.0130105959251523
618740489,-0.000585279194638133
618742996,0.00291301822289824
618763006,0.0138754621148109
618765702,0.000716040376573801
618768048,-0.0208976194262505
618780489,-0.0411705449223518
618783046,-0.0341565385460854
618785772,-0.023996215313673
618803060,0.000172969535924494
618805704,0.00393388979136944
618808260,-0.0163068994879723
618810490,-0.0107143996283412
618813093,-0.00379061326384544
618838337,-0.0308272056281567
618840482,-0.0223864447325468
618843109,0.00682519376277924
618860545,0.0109546473249793
618863152,0.0194729957729578
618865605,0.0114467078819871
618882924,0.016276977956295
618885758,0.00422820821404457
618888350,0.0189620088785887
618900587,0.0187742486596107
618903205,0.00698675820603967
618905551,0.00633832393214107
618912927,0.0152777452021837
618915609,0.0318570733070374
618918019,0.00802446715533733
618920644,-0.0129066053777933
618940721,0.0106982300058007
618942993,0.0228513833135366
618962950,0.0215780772268772
618965603,0.0206342246383429
618968048,-0.00799959804862738
618970676,-0.0254400726407766
618980694,-0.00156025472097099
619000524,0.00845157727599144
619003049,0.0229500774294138
619005631,0.00625286437571049
619008040,-0.00594412069767714
619010531,-0.0099149327725172
619012946,0.00774233881384134
619015609,0.000955194351263344
619018030,-0.0245231818407774
619020597,-0.0149532156065106
619040524,-0.00580024719238281
619043045,0.0210672989487648
619045630,0.0270156394690275
619060534,0.0107838222756982
619063017,0.00395778100937605
619065656,-0.000268914242042229
619080544,-0.00875120609998703
619083087,-0.00718224141746759
619085761,-0.00890946015715599
619088254,-0.00822336692363024
619090551,-0.0136701613664627
619100586,0.0114552918821573
619103147,0.000730661035049707
619105610,0.00108134117908776
619110590,-0.00784562062472105
619112970,-0.00960389431566
619115791,-0.0143366968259215
619118174,-0.0191559195518494
619140605,-0.0141339590772986
619143084,-0.0203089732676744
619160644,-0.00486385077238083
619162958,-0.0131737152114511
619178360,0.0291559435427189
619180655,0.0128971273079515
