Time,vcu.INS.roll
613900470,-0.628247737884521
613902907,-0.62840610742569
613905531,-0.62833034992218
613912905,-0.628125309944153
613940476,-0.628242313861847
613943043,-0.628461837768555
613945589,-0.628432035446167
613957989,-0.628284573554993
613960555,-0.628097355365753
613962879,-0.628167927265167
613980484,-0.628437578678131
613982947,-0.628273248672485
613985579,-0.628297388553619
613997974,-0.628668487071991
614000529,-0.628690302371979
614002905,-0.628513813018799
614005533,-0.628349781036377
614008103,-0.628441333770752
614010545,-0.628787159919739
614012933,-0.628919541835785
614040466,-0.628595471382141
614042968,-0.628797292709351
614045533,-0.628947079181671
614062927,-0.628239691257477
614065534,-0.628341555595398
614068181,-0.62849622964859
614070447,-0.628288686275482
614072996,-0.628215730190277
614075579,-0.628221452236176
614083017,-0.628779172897339
614085538,-0.628683686256409
614087975,-0.628708064556122
614100470,-0.629126310348511
614102908,-0.629086852073669
614105587,-0.628416776657104
614110469,-0.628301858901978
614112936,-0.628301858901978
614115612,-0.628255307674408
614118008,-0.628368437290192
614140469,-0.628149569034576
614143064,-0.628149569034576
614145603,-0.628805935382843
614162904,-0.629619240760803
614165552,-0.629723250865936
614167997,-0.629599094390869
614180496,-0.62968122959137
614182942,-0.629566848278046
614185626,-0.629837572574615
614187947,-0.629835426807404
614197993,-0.629605114459991
614200559,-0.629137694835663
614202904,-0.629138946533203
614205638,-0.628832936286926
614207974,-0.628832936286926
614210503,-0.628250122070313
614212907,-0.628209292888641
614215672,-0.628416776657104
614218139,-0.628275990486145
614238197,-0.627367913722992
614240504,-0.626712381839752
614242956,-0.626703321933746
614245753,-0.626567184925079
614262923,-0.626312136650085
614265813,-0.626315414905548
614267973,-0.626514911651611
614270475,-0.626337110996246
614280470,-0.626193940639496
614282966,-0.626107811927795
614285824,-0.626047074794769
614300504,-0.625746369361877
614302961,-0.625926852226257
614305779,-0.626246333122253
614308029,-0.626172840595245
614310499,-0.625912010669708
614313003,-0.625878214836121
614315783,-0.625920593738556
614317977,-0.626011967658997
614340476,-0.627142786979675
614358202,-0.628607153892517
614360527,-0.628787100315094
614362937,-0.629273355007172
614365511,-0.629238486289978
614368026,-0.62933075428009
614380467,-0.629418611526489
614382910,-0.629418611526489
614385798,-0.629498481750488
614387997,-0.629450857639313
614390627,-0.62969046831131
614400537,-0.629539489746094
614402931,-0.629435002803802
614405809,-0.629933297634125
614408174,-0.630109310150146
614410471,-0.63025313615799
614412954,-0.630191802978516
614415577,-0.630422294139862
614420726,-0.630550801753998
614422904,-0.630360126495361
614425578,-0.630709409713745
614427973,-0.630970656871796
614430490,-0.630989968776703
614460533,-0.633072316646576
614462904,-0.63271576166153
614465604,-0.632240951061249
614467993,-0.632240951061249
614470479,-0.632482707500458
614480519,-0.632380485534668
614482967,-0.632247805595398
614503026,-0.630730926990509
614505526,-0.631037294864655
614510470,-0.631289601325989
614513067,-0.631361603736877
614515581,-0.630831480026245
614517976,-0.630889296531677
614520671,-0.630873680114746
614522903,-0.630986273288727
614540514,-0.632394075393677
614542953,-0.632360517978668
614545523,-0.632004618644714
614562931,-0.632611095905304
614565633,-0.632455408573151
614588190,-0.631824672222137
614590534,-0.632013499736786
615286099,-0.629207491874695
615440557,-0.629832863807678
615725629,-0.632201075553894
615728098,-0.631880044937134
615730578,-0.631764233112335
615748070,-0.630814909934998
615762990,-0.629642724990845
615765650,-0.629111707210541
615768125,-0.629152894020081
615770554,-0.628906309604645
615773046,-0.628767371177673
615775665,-0.628095328807831
615778150,-0.628206372261047
615780553,-0.627298653125763
615782990,-0.627184927463531
615785847,-0.627002060413361
615788080,-0.62700080871582
615790601,-0.627429008483887
615792989,-0.627429008483887
615795757,-0.627295076847076
615798082,-0.627546191215515
615800630,-0.627216637134552
615805625,-0.627272188663483
615808148,-0.627510249614716
615810526,-0.627477049827576
615813003,-0.627477049827576
615815681,-0.627628564834595
615818059,-0.627825140953064
615820747,-0.628084003925323
615822981,-0.628084003925323
615825711,-0.628143429756165
615830553,-0.628045558929443
615833022,-0.628132879734039
615835617,-0.628636717796326
615843097,-0.62906813621521
615845612,-0.629110157489777
615848094,-0.629059374332428
615850531,-0.628841757774353
615858110,-0.629371345043182
615860536,-0.629570543766022
615863086,-0.629570543766022
616043028,-0.630972564220428
616045609,-0.630555689334869
616048093,-0.630339562892914
616050561,-0.629443645477295
616052989,-0.629368007183075
616055722,-0.628464937210083
616058083,-0.628559410572052
616060576,-0.628953158855438
616062996,-0.628885924816132
616065688,-0.628535389900208
616068129,-0.628394782543182
616070619,-0.626861810684204
616073046,-0.626847267150879
616075611,-0.62638658285141
616078119,-0.626284837722778
616080554,-0.626366436481476
616082990,-0.626632571220398
616085847,-0.626224517822266
616088080,-0.626142740249634
616090683,-0.626374304294586
616092993,-0.626574635505676
616095620,-0.626447200775146
616098075,-0.626447200775146
616100552,-0.626382052898407
616103083,-0.626517772674561
616105610,-0.625648975372314
616108080,-0.625806927680969
616110553,-0.625885844230652
616113019,-0.626120388507843
616115610,-0.626605093479156
616118083,-0.6264728307724
616120669,-0.625796794891357
616123017,-0.625860869884491
616125616,-0.62644374370575
616128122,-0.626513600349426
616130554,-0.626533567905426
616133099,-0.62718003988266
616135617,-0.62687623500824
616138187,-0.627021551132202
616140560,-0.626919746398926
616143012,-0.626849889755249
616145609,-0.626978158950806
616148291,-0.62716269493103
616150584,-0.627467095851898
616153028,-0.62731945514679
616155816,-0.627236008644104
616158050,-0.627236008644104
616160556,-0.627641558647156
616163069,-0.627695202827454
616165691,-0.627904772758484
616168102,-0.627982974052429
616170556,-0.628189444541931
616173116,-0.628304004669189
616175691,-0.628999531269073
616178081,-0.629085600376129
616180551,-0.62955629825592
616183038,-0.629558742046356
616185848,-0.629768133163452
616188079,-0.62986433506012
616190645,-0.628960847854614
616192994,-0.628920793533325
616195624,-0.629062533378601
616198082,-0.628998637199402
616200600,-0.628614604473114
616203131,-0.628595590591431
616205612,-0.628523409366608
616208085,-0.628460943698883
616210561,-0.627930760383606
616213021,-0.627930760383606
616215610,-0.627973675727844
616218081,-0.628002107143402
616220668,-0.627702653408051
616222989,-0.627660155296326
616225607,-0.626625657081604
616228220,-0.626625657081604
616230599,-0.626750648021698
616233009,-0.62693840265274
616235693,-0.626960396766663
616238150,-0.627057552337646
616240585,-0.626690030097961
616243053,-0.626675546169281
616245665,-0.627003729343414
616248231,-0.627063393592834
616250574,-0.627728819847107
616252991,-0.627739250659943
616255823,-0.627074003219604
616258234,-0.626997530460358
616260612,-0.626351952552795
616262989,-0.626397550106049
616265696,-0.626855254173279
616268268,-0.626986563205719
616270554,-0.626656711101532
616273047,-0.626762986183167
616275696,-0.626125633716583
616278276,-0.626093745231628
616280551,-0.62630033493042
616282989,-0.626194596290588
616285847,-0.626357853412628
616288282,-0.626475214958191
616290625,-0.625912427902222
616292995,-0.625699043273926
616295624,-0.625838279724121
616298289,-0.625838279724121
616300547,-0.625790953636169
616303083,-0.62578010559082
616305625,-0.625768601894379
616308317,-0.625768601894379
616310551,-0.625851571559906
616313021,-0.625788271427155
616315670,-0.625823616981506
616318325,-0.625823616981506
616320665,-0.625747263431549
616322989,-0.625743985176086
616325710,-0.625209033489227
616328329,-0.625345170497894
616330601,-0.625512063503265
616333010,-0.625432670116425
616335726,-0.625836908817291
616338337,-0.625920593738556
616340553,-0.625636577606201
616343035,-0.625607967376709
616345773,-0.625664353370667
616348342,-0.625577032566071
616350580,-0.625777304172516
616353035,-0.625777304172516
616355820,-0.625870227813721
616358375,-0.625933885574341
616360560,-0.625599503517151
616363014,-0.625569224357605
616365592,-0.625584244728088
616380553,-0.625004589557648
616382991,-0.6251260638237
616385927,-0.625444293022156
616388390,-0.625341415405273
616390627,-0.625295400619507
616400553,-0.62477570772171
616403165,-0.6248739361763
616405661,-0.624910891056061
616408432,-0.625025153160095
616410604,-0.624828457832336
616413023,-0.62475597858429
616415614,-0.624516665935516
616418080,-0.624516665935516
616440567,-0.624499380588531
616442999,-0.624651372432709
616445809,-0.624257564544678
616460555,-0.624422550201416
616462988,-0.624438583850861
616465704,-0.624345719814301
616468091,-0.624309122562408
616470554,-0.624529540538788
616480553,-0.624106705188751
616482992,-0.623996734619141
616485853,-0.624353170394897
616488085,-0.62408447265625
616500553,-0.623951256275177
616503084,-0.623968958854675
616505609,-0.623963177204132
616508082,-0.624079287052155
616510552,-0.623244822025299
616513028,-0.623250603675842
616515613,-0.622644007205963
616518083,-0.622730851173401
616520665,-0.622758507728577
616522989,-0.622868239879608
616525624,-0.622791230678558
616540578,-0.621951222419739
616543004,-0.622042179107666
616545581,-0.622092247009277
616560669,-0.622637748718262
616562992,-0.622666716575623
616565620,-0.622364282608032
616580554,-0.621029317378998
616582984,-0.621029317378998
616585829,-0.620369076728821
616588057,-0.620346903800964
616600553,-0.620165705680847
616603106,-0.620088815689087
616605708,-0.620205938816071
616608077,-0.620205938816071
616613028,-0.620033740997314
616615609,-0.61981874704361
616618082,-0.619853675365448
616620749,-0.61982262134552
616622981,-0.61982262134552
616685824,-0.621625423431396
616688058,-0.621807038784027
616713016,-0.622310996055603
616730579,-0.622666239738464
616733036,-0.622666239738464
616735600,-0.622262120246887
616738240,-0.622190713882446
616743043,-0.622202455997467
616748111,-0.622461318969727
616750612,-0.62247359752655
616753025,-0.622342765331268
616755695,-0.621953248977661
616758077,-0.621565759181976
616760621,-0.621900081634521
616762985,-0.621900081634521
616765621,-0.621851980686188
616768125,-0.621891558170319
616770627,-0.621302485466003
616773045,-0.621320486068726
616775609,-0.621195495128632
616778122,-0.621098816394806
616780633,-0.621460855007172
616783017,-0.621554434299469
616785823,-0.621426641941071
616788057,-0.621457576751709
616790668,-0.621718347072601
616793034,-0.621809422969818
616803085,-0.621564924716949
616805684,-0.621054470539093
616808060,-0.621254861354828
616810680,-0.62157142162323
616813120,-0.62157142162323
616815729,-0.622082471847534
616818082,-0.622280120849609
616843063,-0.622378766536713
616845610,-0.622673571109772
616848082,-0.622654557228088
616850646,-0.622950851917267
616860678,-0.622235596179962
616863012,-0.622079074382782
616865691,-0.621954500675201
616868199,-0.621954500675201
616878092,-0.621557831764221
616880694,-0.621869623661041
616883011,-0.6217440366745
616885998,-0.621699988842011
616888253,-0.621804893016815
616900702,-0.62130069732666
616903087,-0.621555387973785
616905616,-0.621391296386719
616908265,-0.621391296386719
616910737,-0.621251463890076
616913073,-0.621391713619232
616915590,-0.621281445026398
616918273,-0.621371746063232
616920744,-0.621141135692596
616940784,-0.621277034282684
616943064,-0.62117063999176
616945634,-0.621277034282684
616960555,-0.621727168560028
616962991,-0.621708810329437
616980552,-0.622280597686768
616982990,-0.621946752071381
616985846,-0.621967911720276
616988081,-0.6219801902771
617000553,-0.621616780757904
617003087,-0.621564328670502
617005790,-0.621611356735229
617008210,-0.621611356735229
617010553,-0.621507883071899
617012972,-0.621507883071899
617015611,-0.621573209762573
617018177,-0.62146657705307
617020794,-0.621296167373657
617022928,-0.621168076992035
617025651,-0.621061682701111
617040586,-0.620868742465973
617043022,-0.620930433273315
617045685,-0.620596051216125
617048234,-0.620731949806213
617060490,-0.620613873004913
617062932,-0.620727956295013
617065725,-0.620811760425568
617080490,-0.619961440563202
617082927,-0.620398044586182
617085783,-0.620660781860352
617088330,-0.620790123939514
617100491,-0.620784461498261
617103025,-0.620797753334045
617105774,-0.620948851108551
617110491,-0.620851576328278
617112946,-0.620851576328278
617115778,-0.620601356029511
617118378,-0.620652973651886
617120602,-0.620985746383667
617122940,-0.621168076992035
617143040,-0.623440504074097
617145739,-0.623408079147339
617163094,-0.624661505222321
617165749,-0.624966502189636
617168435,-0.625047862529755
617178440,-0.625753939151764
617180491,-0.625994861125946
617182928,-0.625814378261566
617185788,-0.626025915145874
617188025,-0.625831305980682
617200493,-0.625289797782898
617203022,-0.625130355358124
617205800,-0.625316619873047
617212965,-0.625063359737396
617215549,-0.624483644962311
617218020,-0.624294817447662
617240576,-0.621506989002228
617243015,-0.621403157711029
617245611,-0.620887339115143
617247997,-0.620841562747955
617250507,-0.62064790725708
617252926,-0.6206334233284
617260491,-0.620360612869263
617262925,-0.620346307754517
617265563,-0.620210647583008
617268095,-0.620367348194122
617280489,-0.620163440704346
617282924,-0.620274126529694
617285904,-0.620308220386505
617288015,-0.620332062244415
617290562,-0.620767712593079
617300512,-0.621432363986969
617303001,-0.621326863765717
617305689,-0.621559619903564
617307984,-0.621559619903564
617310513,-0.621904313564301
617312965,-0.621878206729889
617315547,-0.621823966503143
617317995,-0.62156754732132
617320671,-0.622098863124847
617322903,-0.62195086479187
617340491,-0.621626496315002
617342966,-0.621393799781799
617345607,-0.62109249830246
617360496,-0.621123194694519
617363022,-0.621112167835236
617370469,-0.62126225233078
617378110,-0.621831834316254
617380490,-0.621679186820984
617382920,-0.621679186820984
617385782,-0.622101187705994
617388163,-0.62211400270462
617400517,-0.621666967868805
617402991,-0.621594250202179
617405542,-0.622137844562531
617408225,-0.622026443481445
617410493,-0.623019456863403
617412953,-0.623022198677063
617415545,-0.623271822929382
617418268,-0.623271822929382
617420690,-0.623702347278595
617440523,-0.623393297195435
617442993,-0.623319208621979
617445599,-0.623505473136902
617460493,-0.62276554107666
617462925,-0.622918725013733
617465561,-0.622518599033356
617480499,-0.622205138206482
617482924,-0.622292816638947
617485758,-0.621905624866486
617487993,-0.621882915496826
617500520,-0.621797025203705
617503032,-0.621609210968018
617505601,-0.621499836444855
617507987,-0.621499836444855
617510517,-0.622362196445465
617512924,-0.622423946857452
617515614,-0.622647404670715
617517996,-0.622770547866821
617542927,-0.6233771443367
617545643,-0.623536050319672
617547996,-0.623644292354584
617560523,-0.622107923030853
617562923,-0.62236762046814
617582923,-0.621807157993317
617600523,-0.624446451663971
617610564,-0.624147951602936
617612955,-0.624134302139282
617615551,-0.624698400497437
617640497,-0.626423120498657
617658172,-0.627202153205872
617660501,-0.62742292881012
617662925,-0.626972913742065
617665598,-0.627233386039734
617668217,-0.627318322658539
617680501,-0.627390265464783
617682926,-0.627420723438263
617685760,-0.627671360969543
617700486,-0.627568364143372
617703018,-0.627483308315277
617705613,-0.627385497093201
617708030,-0.627540767192841
617710501,-0.628078997135162
617712949,-0.628113567829132
617715545,-0.628249406814575
617740463,-0.629351258277893
617743015,-0.629199922084808
617745550,-0.628871858119965
617760444,-0.627938449382782
617762981,-0.628053069114685
617780471,-0.62809693813324
617782920,-0.62809693813324
617785689,-0.627988219261169
617788018,-0.628098428249359
617790518,-0.627896368503571
617800544,-0.627922356128693
617803025,-0.627877116203308
617805613,-0.627551794052124
617810488,-0.627229273319244
617812925,-0.627170443534851
617815661,-0.627352774143219
617818017,-0.627541959285736
617840490,-0.626863360404968
617842983,-0.626863360404968
617845530,-0.626323223114014
617848016,-0.626203954219818
617860510,-0.626014471054077
617862927,-0.626090884208679
617880439,-0.625429272651672
617882924,-0.625475823879242
617885761,-0.625178277492523
617888197,-0.625120162963867
617900521,-0.623930096626282
617903025,-0.623966991901398
617905600,-0.624098122119904
617908028,-0.623962640762329
617910492,-0.624121069908142
617912949,-0.624289512634277
617915649,-0.624287605285645
617940488,-0.624108850955963
617962960,-0.62491637468338
617965520,-0.62480616569519
617980491,-0.624594986438751
617982962,-0.624561607837677
617985762,-0.624342262744904
618000524,-0.624365985393524
618003053,-0.624304234981537
618005600,-0.624063968658447
618007995,-0.623879790306091
618010573,-0.623749017715454
618012949,-0.623681962490082
618040571,-0.623836219310761
618042972,-0.623760521411896
618045543,-0.623849928379059
618048018,-0.623850166797638
618050512,-0.623504877090454
618060494,-0.623984754085541
618100491,-0.622050583362579
618110484,-0.622474253177643
618112995,-0.622348308563232
618115669,-0.622156023979187
618117991,-0.62227600812912
618143005,-0.621738314628601
618160472,-0.620861291885376
618162934,-0.620794713497162
618165658,-0.620635032653809
618182902,-0.619507670402527
618185761,-0.619487881660461
618187992,-0.619475185871124
618190667,-0.619667589664459
618200515,-0.620050132274628
618202984,-0.619918525218964
618205597,-0.619256496429443
618212966,-0.619690835475922
618215610,-0.619816303253174
618218183,-0.619741797447205
618220698,-0.619124710559845
618230519,-0.619463443756104
618232926,-0.619329988956451
618258018,-0.617971837520599
618260551,-0.618514180183411
618262925,-0.618602275848389
618265603,-0.618600189685822
618268064,-0.618458688259125
618280560,-0.619897305965424
618282925,-0.619844257831573
618285703,-0.61984246969223
618300602,-0.619773149490356
618303019,-0.619588851928711
618305637,-0.619480311870575
618307966,-0.619537591934204
618310608,-0.619650065898895
618312988,-0.619652926921844
618315685,-0.619410455226898
618317995,-0.619330585002899
618340707,-0.619293451309204
618360749,-0.619781792163849
618363042,-0.619781792163849
618382925,-0.619951903820038
618385774,-0.620034039020538
618388005,-0.620034039020538
618390793,-0.61990088224411
618392925,-0.61990088224411
618400837,-0.62037718296051
618410879,-0.620428264141083
618412980,-0.620264291763306
618415628,-0.620457649230957
618418305,-0.620474338531494
618440497,-0.619993805885315
618442931,-0.61982399225235
618445630,-0.619732141494751
618448016,-0.619850039482117
618462933,-0.619421005249023
618465512,-0.619687259197235
618468062,-0.619524717330933
618480505,-0.619246184825897
618482926,-0.619127750396729
618485782,-0.619320690631866
618488014,-0.619421124458313
618490558,-0.618993818759918
618498017,-0.618270814418793
618500910,-0.618339717388153
618502970,-0.618472814559937
618505545,-0.618763387203217
618508087,-0.618752300739288
618510493,-0.618715286254883
618543031,-0.619692027568817
618560523,-0.61958909034729
618562952,-0.61945652961731
618580499,-0.61962229013443
618582962,-0.61962229013443
618600549,-0.619651973247528
618603020,-0.619743466377258
618605628,-0.619809687137604
618610470,-0.619492173194885
618613054,-0.619581997394562
618615546,-0.619529783725739
618618015,-0.619476795196533
618650494,-0.62130606174469
618672983,-0.621285080909729
618675545,-0.621205866336823
618678056,-0.621220171451569
618700491,-0.621107995510101
618703018,-0.620860934257507
618705630,-0.62132054567337
618708010,-0.621232151985168
618713014,-0.621287643909454
618715523,-0.621052861213684
618718016,-0.621089637279511
618740489,-0.620612800121307
618742996,-0.620493412017822
618763006,-0.621254682540894
618765702,-0.621527850627899
618768048,-0.62148380279541
618780489,-0.620602667331696
618783046,-0.62036144733429
618785772,-0.619955241680145
618803060,-0.619455277919769
618805704,-0.619459450244904
618808260,-0.619726657867432
618810490,-0.619651436805725
618813093,-0.61980801820755
618838337,-0.619379222393036
618840482,-0.619503438472748
618843109,-0.619528353214264
618860545,-0.618795931339264
618863152,-0.618899464607239
618865605,-0.61885142326355
618882924,-0.619778513908386
618885758,-0.619877696037292
618888350,-0.619893312454224
618900587,-0.618456840515137
618903205,-0.618456840515137
618905551,-0.618607997894287
618912927,-0.619032323360443
618915609,-0.618763744831085
618918019,-0.618726253509521
618920644,-0.618083715438843
618940721,-0.617043375968933
618942993,-0.617043375968933
618962950,-0.61743026971817
618965603,-0.617381691932678
618968048,-0.617363929748535
618970676,-0.617471396923065
618980694,-0.617699146270752
619000524,-0.618242800235748
619003049,-0.618119418621063
619005631,-0.617862105369568
619008040,-0.617743730545044
619010531,-0.618140995502472
619012946,-0.618384003639221
619015609,-0.618665516376495
619018030,-0.618666350841522
619020597,-0.618001282215118
619040524,-0.617387056350708
619043045,-0.617238819599152
619045630,-0.616950154304504
619060534,-0.617282450199127
619063017,-0.617225766181946
619065656,-0.617297947406769
619080544,-0.617803871631622
619083087,-0.617803871631622
619085761,-0.617686569690704
619088254,-0.61766242980957
619090551,-0.617980360984802
619100586,-0.618231058120728
619103147,-0.61813873052597
619105610,-0.617548823356628
619110590,-0.617514610290527
619112970,-0.617398202419281
619115791,-0.617887496948242
619118174,-0.617807865142822
619140605,-0.617284655570984
619143084,-0.617367267608643
619160644,-0.616878390312195
619162958,-0.616897881031036
619178360,-0.61678159236908
619180655,-0.616957485675812
619200694,-0.616688907146454
619203057,-0.616684913635254
619205638,-0.61699903011322
619210699,-0.616444110870361
619212981,-0.616557240486145
619215673,-0.616406261920929
619218023,-0.61647617816925
619220703,-0.61585259437561
619240475,-0.616499722003937
619243061,-0.616674780845642
619245616,-0.616583406925201
619258050,-0.616763353347778
619260473,-0.616589426994324
619262955,-0.616575539112091
619282958,-0.615879237651825
619285772,-0.616099655628204
619288025,-0.616085946559906
619290553,-0.616133034229279
619300494,-0.616490006446838
619303028,-0.616481125354767
619305600,-0.616412162780762
619310493,-0.61580902338028
619312948,-0.61580902338028
619315624,-0.615544378757477
619318449,-0.615440964698792
619338531,-0.615877568721771
619340499,-0.615922689437866
619355601,-0.616686642169952
619358245,-0.616899311542511
619360494,-0.617213785648346
619382922,-0.617595791816711
619385788,-0.617795825004578
619388020,-0.617898523807526
619390557,-0.617835760116577
619400486,-0.61728423833847
619403027,-0.617332875728607
619405604,-0.617328226566315
619410496,-0.617190837860107
